22.60917,2389,209.9948294,0,,,
,,,,,,
22.87615,2392,210.2585315,0,,,
,,,,,,
23.0198,2395,210.5222337,0,,,
,,,,,,
22.60917,2398,210.7859359,0,,,
,,,,,,2.199039261
24.09238,2409,211.7528438,0.813906166,,,-1.762018102
,,,,,,
24.09238,2413,212.1044467,0.677898601,,,
,,,,,,
22.60917,2418,212.5439504,nan,,,
,,,,,,
22.87615,2423,212.983454,-0.98831463,,,
,,,,,,
23.0198,2428,213.4229576,-0.813478322,,,
,,,,,,
22.60917,2433,213.8624612,nan,,,
,,,,,,
21.64831,2442,214.6535677,-0.735183455,,,
,,,,,,
21.64831,2447,215.0930714,nan,,,
,,,,,,
20.31557,2452,215.532575,-1.373319628,,,
,,,,,,
20.68455,2457,215.9720786,-0.73094582,,,
,,,,,,
20.55546,2466,216.7631851,nan,,,
,,,,,,
20.68455,2469,217.0268873,nan,,,
,,,,,,
20.96253,2473,217.3784902,0.197651956,,,
,,,,,,
21.22638,2478,217.8179938,0.636058471,,,
,,,,,,
20.96253,2483,218.2574974,nan,,,
,,,,,,
20.96253,2488,218.697001,nan,,,
,,,,,,
20.31557,2493,219.1365047,-0.690786878,,,
,,,,,,
20.68455,2497,219.4881075,nan,,,
,,,,,,
20.96253,2503,220.0155119,nan,,,
,,,,,,
21.64831,2507,220.3671148,1.082991244,,,
,,,,,,
20.68455,2512,220.8066184,nan,,,
,,,,,,
20.96253,2517,221.246122,nan,,,
,,,,,,
20.06223,2523,221.7735264,-1.127749529,,,
,,,,,,
20.06223,2527,222.1251293,nan,,,
,,,,,,
20.68455,2532,222.5646329,nan,,,
,,,,,,
21.64831,2538,223.0920372,1.202932831,,,
,,,,,,
20.96253,2545,223.7073423,nan,,,
,,,,,,
20.31557,2548,223.9710445,-0.262355632,,,
,,,,,,
21.64831,2558,224.8500517,nan,,,
,,,,,,
21.93928,2560,225.0258532,0.740797843,,,
,,,,,,
21.22638,2564,225.377456,0.647612699,,,
,,,,,,
21.34254,2569,225.8169597,nan,,,
,,,,,,
21.22638,2573,226.1685626,nan,,,
,,,,,,
20.96253,2578,226.6080662,-0.21440584,,,
,,,,,,
20.68455,2583,227.0475698,-0.534685992,,,
,,,,,,
20.31557,2588,227.4870734,nan,,,
,,,,,,
20.96253,2593,227.926577,nan,,,
,,,,,,
19.70452,2597,228.2781799,-0.796377319,,,
,,,,,,
21.34254,2603,228.8055843,0.778886267,,,
,,,,,,
21.64831,2608,229.2450879,nan,,,
,,,,,,
21.93928,2613,229.6845915,1.588980088,,,
,,,,,,
20.96253,2617,230.0361944,-0.308798042,,,
,,,,,,
21.22638,2622,230.475698,-0.342862445,,,
,,,,,,
20.68455,2628,231.0031024,-0.951626596,,,
,,,,,,
20.31557,2632,231.3547053,-0.490674761,,,
,,,,,,
20.31557,2637,231.7942089,nan,,,
,,,,,,
20.96253,2643,232.3216132,0.210828753,,,
,,,,,,
20.68455,2648,232.7611169,0.262355632,,,
,,,,,,
19.4731,2652,233.1127198,nan,,,
,,,,,,
20.96253,2658,233.6401241,nan,,,
,,,,,,
20.96253,2663,234.0796277,0.210828753,,,
,,,,,,
20.31557,2667,234.4312306,0.638955678,,,
,,,,,,
21.64831,2672,234.8707342,nan,,,
,,,,,,
19.92317,2678,235.3981386,-0.788283231,,,
,,,,,,
20.31557,2683,235.8376422,nan,,,
,,,,,,
21.64831,2688,236.2771458,nan,,,
,,,,,,
20.96253,2694,236.8045502,0.739015529,,,
,,,,,,
21.34254,2698,237.1561531,nan,,,
,,,,,,
21.64831,2704,237.6835574,nan,,,
,,,,,,
20.55546,2708,238.0351603,-0.330787134,,,
,,,,,,
21.64831,2714,238.5625646,nan,,,
,,,,,,
20.31557,2719,239.0020683,-1.010791827,,,
,,,,,,
21.64831,2722,239.2657704,0.88805542,,,
,,,,,,
20.31557,2727,239.705274,nan,,,
,,,,,,
20.96253,2732,240.1447777,0.566163186,,,
,,,,,,
21.34254,2737,240.5842813,-0.231905561,,,
,,,,,,
20.31557,2743,241.1116856,nan,,,
,,,,,,
21.22638,2748,241.5511892,0.18760511,,,
,,,,,,
20.31557,2753,241.9906929,nan,,,
,,,,,,
21.34254,2758,242.4301965,0.778886267,,,
,,,,,,
20.96253,2763,242.8697001,-0.200112118,,,
,,,,,,
21.34254,2768,243.3092037,nan,,,
,,,,,,
20.96253,2773,243.7487073,nan,,,
,,,,,,
20.68455,2778,244.188211,-0.210828753,,,
,,,,,,
20.06223,2783,244.6277146,nan,,,
,,,,,,
20.68455,2788,245.0672182,nan,,,
,,,,,,
20.96253,2793,245.5067218,0.210828753,,,
,,,,,,
21.47389,2797,245.8583247,1.147122034,,,
,,,,,,
20.06223,2802,246.2978283,nan,,,
,,,,,,
21.22638,2807,246.737332,0.21440584,,,
,,,,,,
20.31557,2813,247.2647363,-0.823599588,,,
,,,,,,
20.31557,2818,247.7042399,nan,,,
,,,,,,
20.96253,2823,248.1437435,-0.18760511,,,
,,,,,,
21.22638,2828,248.5832472,0.690786878,,,
,,,,,,
20.31557,2832,248.9348501,nan,,,
