21.34254,2389,209.9948294,0,,,
,,,,,,
20.96253,2389,209.9948294,0,,,
,,,,,,
20.55546,2391,210.1706308,0,,,
,,,,,,
21.34254,2394,210.434333,0,,,2.567821098
,,,,,,-2.524613263
nan,2398,210.7859359,nan,,,
,,,,,,
21.22638,2404,211.3133402,0.587130896,,,
,,,,,,
21.34254,2408,211.6649431,nan,,,
,,,,,,
20.96253,2412,212.016546,nan,,,
,,,,,,
20.55546,2418,212.5439504,-0.545192975,,,
,,,,,,
21.34254,2423,212.983454,nan,,,
,,,,,,
nan,2428,213.4229576,nan,,,
,,,,,,
20.56235,2433,213.8624612,0.005225592,,,
,,,,,,
20.16158,2438,214.3019648,-0.895677114,,,
,,,,,,
19.37151,2443,214.7414685,nan,,,
,,,,,,
20.27192,2447,215.0930714,-0.236004882,,,
,,,,,,
19.64693,2456,215.8841779,-0.325272255,,,
,,,,,,
19.64693,2459,216.14788,nan,,,
,,,,,,
20.83872,2463,216.4994829,0.403011471,,,
,,,,,,
20.56235,2467,216.8510858,0.946749882,,,
,,,,,,
19.05583,2473,217.3784902,nan,,,
,,,,,,
19.91097,2478,217.8179938,-0.703634706,,,
,,,,,,
19.64693,2482,218.1695967,-0.694283247,,,
,,,,,,
19.91097,2488,218.697001,nan,,,
,,,,,,
19.91097,2493,219.1365047,nan,,,
,,,,,,
20.56235,2498,219.5760083,0.650890544,,,
,,,,,,
20.27192,2503,220.0155119,nan,,,
,,,,,,
20.16158,2508,220.4550155,nan,,,
,,,,,,
20.56235,2513,220.8945191,nan,,,
,,,,,,
19.37151,2517,221.246122,-0.731677706,,,
,,,,,,
19.64693,2523,221.7735264,-0.390326706,,,
,,,,,,
19.29646,2528,222.21303,nan,,,
,,,,,,
20.56235,2533,222.6525336,0.846722265,,,
,,,,,,
20.83872,2538,223.0920372,0.903890925,,,
,,,,,,
19.91097,2543,223.5315408,0.466063663,,,
,,,,,,
19.64693,2553,224.4105481,-0.520712435,,,
,,,,,,
19.29646,2556,224.6742503,-0.974748641,,,
,,,,,,
19.64693,2560,225.0258532,nan,,,
,,,,,,
19.05583,2562,225.2016546,-0.747181307,,,
,,,,,,
19.64693,2567,225.6411582,0.362464695,,,
,,,,,,
20.83872,2572,226.0806618,nan,,,
,,,,,,
19.05583,2578,226.6080662,nan,,,
,,,,,,
19.91097,2583,227.0475698,0.187740206,,,
,,,,,,
19.05583,2588,227.4870734,-1.267687228,,,
,,,,,,
20.56235,2593,227.926577,nan,,,
,,,,,,
20.27192,2598,228.3660807,0.273755804,,,
,,,,,,
19.52431,2603,228.8055843,0.355309929,,,
,,,,,,
20.16158,2608,229.2450879,-0.303956541,,,
,,,,,,
20.83872,2613,229.6845915,0.429878902,,,
,,,,,,
19.91097,2618,230.1240951,0.293255075,,,
,,,,,,
19.91097,2622,230.475698,nan,,,
,,,,,,
20.56235,2628,231.0031024,-0.209607678,,,
,,,,,,
19.91097,2633,231.442606,nan,,,
,,,,,,
20.27192,2637,231.7942089,nan,,,
,,,,,,
19.05583,2643,232.3216132,-1.142592031,,,
,,,,,,
19.05583,2648,232.7611169,nan,,,
,,,,,,
19.64693,2653,233.2006205,-0.444386272,,,
,,,,,,
20.16158,2658,233.6401241,0.83863549,,,
,,,,,,
19.05583,2664,234.1675284,nan,,,
,,,,,,
19.64693,2668,234.5191313,nan,,,
,,,,,,
19.29646,2673,234.958635,-0.656134149,,,
,,,,,,
19.05583,2678,235.3981386,nan,,,
,,,,,,
19.91097,2683,235.8376422,nan,,,
,,,,,,
20.83872,2688,236.2771458,1.169698369,,,
,,,,,,
20.16158,2693,236.7166494,nan,,,
,,,,,,
20.83872,2698,237.1561531,nan,,,
,,,,,,
19.91097,2703,237.5956567,-0.703634706,,,
,,,,,,
20.56235,2708,238.0351603,0.303956541,,,
,,,,,,
