21.439130000000002;2681;235.66184074457095
21.439130000000002;2615;229.86039296794218
20.61074;2552;224.3226473629784
21.439130000000002;2494;219.22440537745615
nan;2460;216.23578076525345
21.439130000000002;2442;214.6535677352638
21.439130000000002;2433;213.86246122026895
21.439130000000002;2429;213.5108583247157
20.61074;2429;213.5108583247157
21.439130000000002;2431;213.68665977249233
nan;2434;213.95036194415727
21.30563;2443;214.74146845915212
20.48239;2446;215.00517063081705
21.30563;2449;215.268872802482
20.48239;2454;215.70837642192356
20.87182;2459;216.14788004136514
20.48239;2463;216.49948293691838
20.48239;2468;216.93898655635996
21.30563;2473;217.37849017580155
20.09607;2477;217.7300930713548
20.09607;2483;218.25749741468468
20.09607;2488;218.69700103412626
21.30563;2493;219.13650465356784
20.48239;2498;219.5760082730094
20.48239;2503;220.01551189245097
21.30563;2509;220.54291623578087
21.30563;2514;220.98241985522245
20.87182;2519;221.421923474664
20.09607;2523;221.77352637021727
20.48239;2528;222.21302998965882
20.48239;2532;222.5646328852121
21.30563;2538;223.09203722854198
21.30563;2542;223.44364012409523
20.09607;2548;223.97104446742512
20.09607;2553;224.4105480868667
21.30563;2558;224.85005170630828
20.09607;2563;225.28955532574983
20.09607;2568;225.7290589451914
20.48239;2573;226.168562564633
20.85182;2580;226.7838676318512
20.48239;2583;227.04756980351613
20.09607;2587;227.3991726990694
21.30563;2592;227.83867631851095
20.48239;2597;228.27817993795253
20.09607;2603;228.80558428128242
20.09607;2608;229.24508790072397
21.30563;2613;229.68459152016555
19.36875;2618;230.12409513960714
21.30563;2622;230.47569803516038
20.09607;2628;231.00310237849027
20.48239;2633;231.44260599793185
20.48239;2638;231.88210961737343
20.09607;2643;232.32161323681498
20.09607;2647;232.67321613236825
20.09607;2652;233.11271975180983
20.87182;2658;233.6401240951397
19.71391;2662;233.99172699069297
20.09607;2668;234.51913133402286
20.87182;2672;234.8707342295761
20.09607;2679;235.4860392967943
20.87182;2684;235.92554291623588
20.09607;2688;236.27714581178913
20.48239;2693;236.7166494312307
