20.50301,2386,209.7311272,0,,
,,,,,3.178984059
20.50301,2387,209.8190279,0,,-5.332628154
,,,,,
20.70106,2389,209.9948294,0,,
,,,,,
20.06216,2392,210.2585315,0,,
,,,,,
20.06216,2396,210.6101344,-0.557257451,,
,,,,,
20.50301,2399,210.8738366,-0.225311,,
,,,,,
20.50301,2405,211.401241,nan,,
,,,,,
20.70106,2410,211.8407446,0.519173361,,
,,,,,
20.50301,2415,212.2802482,nan,,
,,,,,
20.50301,2420,212.7197518,nan,,
,,,,,
20.06216,2425,213.1592554,-0.484561804,,
,,,,,
20.50301,2430,213.598759,nan,,
,,,,,
20.50301,2435,214.0382627,nan,,
,,,,,
20.50301,2439,214.3898656,0.358236933,,
,,,,,
28.00288,2444,214.8293692,nan,,
,,,,,
269.81756,2449,215.2688728,nan,,
,,,,,
21.68657,2457,215.9720786,0.748040863,,
,,,,,
20.50301,2460,216.2357808,-5.332628154,,
,,,,,
20.50301,2470,217.114788,nan,,
,,,,,
20.50301,2472,217.2905895,nan,,
,,,,,
20.50301,2475,217.5542916,nan,,
,,,,,
20.96161,2478,217.8179938,nan,,
,,,,,
20.50301,2483,218.2574974,nan,,
,,,,,
20.50301,2488,218.697001,nan,,
,,,,,
20.96161,2492,219.0486039,nan,,
,,,,,
20.96161,2497,219.4881075,0.372660672,,
,,,,,
20.96161,2502,219.9276112,nan,,
,,,,,
20.96161,2506,220.2792141,nan,,
,,,,,
21.66562,2511,220.7187177,0.572082076,,
,,,,,
21.43889,2516,221.1582213,nan,,
,,,,,
21.66562,2521,221.5977249,nan,,
,,,,,
21.66562,2525,221.9493278,nan,,
,,,,,
21.66562,2530,222.3888314,0.184241941,,
,,,,,
21.66562,2534,222.7404343,nan,,
,,,,,
21.66562,2539,223.179938,nan,,
,,,,,
21.66562,2543,223.5315408,nan,,
,,,,,
21.93582,2548,223.9710445,nan,,
,,,,,
21.66562,2553,224.4105481,nan,,
,,,,,
22.17887,2557,224.762151,nan,,
,,,,,
22.17887,2562,225.2016546,nan,,
,,,,,
22.17887,2566,225.5532575,nan,,
,,,,,
22.17887,2570,225.9048604,nan,,
,,,,,
22.17887,2575,226.344364,nan,,
,,,,,
22.17887,2580,226.7838676,nan,,
,,,,,
22.71431,2585,227.2233713,nan,,
,,,,,
22.17887,2591,227.7507756,nan,,
,,,,,
21.93582,2594,228.0144778,nan,,
,,,,,
21.93582,2599,228.4539814,nan,,
,,,,,
22.17887,2604,228.893485,nan,,
,,,,,
22.17887,2609,229.3329886,nan,,
,,,,,
22.17887,2614,229.7724922,nan,,
,,,,,
22.17887,2619,230.2119959,nan,,
,,,,,
22.17887,2623,230.5635988,nan,,
,,,,,
22.71431,2627,230.9152017,nan,,
,,,,,
22.71431,2632,231.3547053,nan,,
,,,,,
22.71431,2636,231.7063082,nan,,
,,,,,
22.4147,2641,232.1458118,-0.243464597,,
,,,,,
22.45344,2645,232.4974147,nan,,
,,,,,
22.17887,2650,232.9369183,nan,,
,,,,,
22.71431,2655,233.3764219,0.243464597,,
,,,,,
22.45344,2660,233.8159255,nan,,
,,,,,
22.71431,2665,234.2554292,nan,,
,,,,,
22.71431,2670,234.6949328,nan,,
,,,,,
22.71431,2675,235.1344364,nan,,
,,,,,
22.71431,2679,235.4860393,nan,,
,,,,,
22.45344,2685,236.0134436,nan,,
,,,,,
22.96784,2689,236.3650465,0.206019756,,
,,,,,
22.71431,2694,236.8045502,nan,,
,,,,,
22.71431,2700,237.3319545,nan,,
,,,,,
23.27318,2705,237.7714581,0.217105721,,
,,,,,
22.71431,2710,238.2109617,nan,,
,,,,,
22.96784,2714,238.5625646,nan,,
,,,,,
23.27318,2719,239.0020683,nan,,
,,,,,
23.27318,2723,239.3536711,nan,,
,,,,,
23.85678,2728,239.7931748,0.722357126,,
,,,,,
22.71431,2733,240.2326784,nan,,
,,,,,
23.27318,2737,240.5842813,nan,,
,,,,,
23.27318,2742,241.0237849,-0.474236303,,
,,,,,
23.27318,2747,241.4632885,nan,,
,,,,,
23.27318,2752,241.9027921,nan,,
,,,,,
23.27318,2756,242.254395,nan,,
,,,,,
23.27318,2760,242.6059979,nan,,
,,,,,
23.27318,2766,243.1334023,nan,,
,,,,,
22.71431,2770,243.4850052,nan,,
,,,,,
23.27318,2776,244.0124095,nan,,
,,,,,
23.54611,2780,244.3640124,nan,,
,,,,,
23.54611,2785,244.803516,nan,,
,,,,,
23.27318,2791,245.3309204,nan,,
,,,,,
23.27318,2796,245.770424,nan,,
,,,,,
23.27318,2800,246.1220269,nan,,
,,,,,
