23.27318,2386,209.7311272,0,,,
,,,,,,
23.54611,2388,209.9069286,0,,,1.64727502
,,,,,,-1.919798373
22.71431,2391,210.1706308,0,,,
,,,,,,
23.27318,2395,210.5222337,0,,,
,,,,,,
21.01885,2404,211.3133402,-1.796956191,,,
,,,,,,
20.74514,2409,211.7528438,-1.244566922,,,
,,,,,,
20.23565,2413,212.1044467,-1.919798373,,,
,,,,,,
20.01229,2418,212.5439504,-0.817935731,,,
,,,,,,
19.78245,2423,212.983454,-0.782286748,,,
,,,,,,
21.01885,2427,213.3350569,0.636432269,,,
,,,,,,
20.50467,2432,213.7745605,0.400110471,,,
,,,,,,
20.74514,2437,214.2140641,0.782286748,,,
,,,,,,
20.50467,2441,214.565667,nan,,,
,,,,,,
20.50467,2446,215.0051706,nan,,,
,,,,,,
20.50467,2453,215.6204757,-0.170981243,,,
,,,,,,
20.74514,2456,215.8841779,nan,,,
,,,,,,
21.2781,2461,216.3236815,nan,,,
,,,,,,
20.50467,2465,216.6752844,nan,,,
,,,,,,
20.50467,2470,217.114788,-0.195407134,,,
,,,,,,
20.50467,2475,217.5542916,nan,,,
,,,,,,
20.50467,2480,217.9937952,nan,,,
,,,,,,
21.01885,2485,218.4332989,0.389970243,,,
,,,,,,
20.50467,2490,218.8728025,nan,,,
,,,,,,
20.25766,2495,219.3123061,nan,,,
,,,,,,
20.50467,2500,219.7518097,nan,,,
,,,,,,
20.50467,2505,220.1913133,nan,,,
,,,,,,
20.50467,2510,220.630817,0.187340133,,,
,,,,,,
20.25766,2515,221.0703206,nan,,,
,,,,,,
20.50467,2520,221.5098242,nan,,,
,,,,,,
20.25766,2525,221.9493278,nan,,,
,,,,,,
20.50467,2530,222.3888314,0.187340133,,,
,,,,,,
21.01885,2535,222.8283351,nan,,,
,,,,,,
20.25766,2540,223.2678387,nan,,,
,,,,,,
20.74514,2545,223.7073423,0.182379992,,,
,,,,,,
20.23565,2555,224.5863495,-0.445502588,,,
,,,,,,
20.75303,2558,224.8500517,0.313086791,,,
,,,,,,
20.74514,2561,225.1137539,nan,,,
,,,,,,
19.78245,2565,225.4653568,-0.515581647,,,
,,,,,,
20.74514,2570,225.9048604,-0.007480029,,,
,,,,,,
20.23565,2574,226.2564633,nan,,,
,,,,,,
21.2781,2580,226.7838676,1.134347882,,,
,,,,,,
20.25766,2585,227.2233713,-0.369720125,,,
,,,,,,
20.74514,2590,227.6628749,0.362262375,,,
,,,,,,
20.74514,2594,228.0144778,nan,,,
,,,,,,
20.01229,2602,228.7176836,-0.164202623,,,
,,,,,,
21.2781,2606,229.0692865,0.378950235,,,
,,,,,,
20.50467,2610,229.4208893,nan,,,
,,,,,,
21.2781,2614,229.7724922,nan,,,
,,,,,,
20.50467,2619,230.2119959,nan,,,
,,,,,,
20.74514,2624,230.6514995,0.195407134,,,
,,,,,,
20.74514,2629,231.0910031,nan,,,
,,,,,,
21.01885,2634,231.5305067,nan,,,
,,,,,,
21.01885,2638,231.8821096,nan,,,
,,,,,,
20.74514,2643,232.3216132,nan,,,
,,,,,,
20.97792,2647,232.6732161,-0.03581838,,,
,,,,,,
20.23565,2652,233.1127198,nan,,,
,,,,,,
20.23565,2658,233.6401241,nan,,,
,,,,,,
20.25766,2662,233.991727,-0.54626778,,,
,,,,,,
20.01229,2667,234.4312306,-0.169403231,,,
,,,,,,
21.2781,2672,234.8707342,nan,,,
,,,,,,
20.23565,2676,235.2223371,-0.017885437,,,
,,,,,,
20.01229,2681,235.6618407,nan,,,
,,,,,,
20.74514,2686,236.1013444,-0.433085983,,,
,,,,,,
21.01885,2691,236.540848,0.594003451,,,
,,,,,,
20.01229,2696,236.9803516,nan,,,
,,,,,,
21.01885,2701,237.4198552,nan,,,
,,,,,,
20.74514,2707,237.9472596,-0.19461586,,,
,,,,,,
20.50467,2712,238.3867632,0.350096662,,,
,,,,,,
20.74514,2717,238.8262668,nan,,,
,,,,,,
20.50467,2721,239.1778697,nan,,,
,,,,,,
20.74514,2726,239.6173733,0.195407134,,,
,,,,,,
20.74514,2731,240.0568769,nan,,,
,,,,,,
