impedance,present_position,angle
19.4197,3619,318.1127
19.4197,3614,317.6732
19.4197,3609,317.2337
19.4197,3603,316.7063
19.4197,3598,316.2668
19.8013,3594,315.9152
19.8013,3589,315.4757
19.4197,3583,314.9483
19.2259,3578,314.5088
19.8013,3574,314.1572
19.4197,3569,313.7177
19.8013,3564,313.2782
19.8013,3559,312.8387
19.8013,3554,312.3992
19.8013,3547,311.7839
19.4197,3543,311.4323
19.4197,3538,310.9928
19.4197,3533,310.5533
19.4197,3528,310.1138
19.4197,3523,309.6743
19.4197,3519,309.3226
19.4197,3513,308.7952
19.596,3509,308.4436
19.4197,3504,308.0041
19.8013,3499,307.5646
19.4197,3494,307.1251
19.8013,3488,306.5977
19.8013,3484,306.2461
19.8013,3478,305.7187
19.8013,3474,305.3671
19.4197,3469,304.9276
19.8013,3463,304.4002
19.8013,3458,303.9607
19.8013,3453,303.5212
19.4197,3449,303.1696
19.4197,3444,302.7301
19.8013,3439,302.2906
19.8013,3434,301.8511
19.8013,3428,301.3237
19.8013,3423,300.8842
19.4197,3419,300.5326
19.8013,3414,300.0931
19.8013,3409,299.6536
19.8013,3404,299.2141
19.8013,3399,298.7746
19.8013,3393,298.2472
19.8013,3389,297.8956
19.8013,3384,297.456
19.8013,3379,297.0165
19.8013,3374,296.577
19.8013,3368,296.0496
19.8013,3363,295.6101
19.8013,3359,295.2585
19.8013,3354,294.819
19.596,3348,294.2916
19.8013,3343,293.8521
19.8013,3337,293.3247
19.8013,3333,292.9731
19.8013,3329,292.6215
19.8013,3324,292.182
19.8013,3319,291.7425
19.8013,3314,291.303
19.8013,3309,290.8635
19.8013,3304,290.424
19.4197,3300,290.0724
19.596,3293,289.4571
19.2259,3289,289.1055
19.8013,3284,288.666
19.8013,3279,288.2265
19.8013,3273,287.6991
19.8013,3269,287.3475
19.8013,3263,286.8201
19.596,3259,286.4685
19.8013,3254,286.029
19.8013,3250,285.6774
19.8013,3244,285.1499
19.8013,3238,284.6225
19.8013,3233,284.183
19.8013,3229,283.8314
19.8013,3224,283.3919
19.8013,3218,282.8645
19.8013,3214,282.5129
19.8013,3209,282.0734
19.8013,3204,281.6339
19.8013,3199,281.1944
19.8013,3194,280.7549
19.8013,3188,280.2275
20.0033,3183,279.788
19.4197,3179,279.4364
19.8013,3174,278.9969
19.8013,3169,278.5574
19.8013,3164,278.1179
19.8013,3158,277.5905
19.8013,3153,277.151
19.8013,3149,276.7994
19.8013,3144,276.3599
19.8013,3139,275.9204
19.8013,3134,275.4809
19.8013,3129,275.0414
19.8013,3124,274.6019
19.8013,3118,274.0745
19.8013,3113,273.635
19.8013,3108,273.1954
19.596,3104,272.8438
19.8013,3098,272.3164
19.8013,3093,271.8769
19.8013,3088,271.4374
19.8013,3084,271.0858
19.8013,3079,270.6463
19.8013,3074,270.2068
19.8013,3068,269.6794
19.8013,3064,269.3278
19.8013,3059,268.8883
19.8013,3054,268.4488
19.8013,3048,267.9214
19.8013,3044,267.5698
19.8013,3038,267.0424
19.8013,3033,266.6029
19.8013,3028,266.1634
19.8013,3023,265.7239
19.8013,3019,265.3723
19.8013,3014,264.9328
19.8013,3009,264.4933
19.8013,3003,263.9659
19.8013,2999,263.6143
19.8013,2994,263.1748
19.8013,2988,262.6474
19.596,2983,262.2079
19.8013,2978,261.7684
19.8013,2973,261.3289
19.8013,2969,260.9772
19.8013,2963,260.4498
19.8013,2959,260.0982
19.8013,2954,259.6587
19.8013,2949,259.2192
19.8013,2944,258.7797
19.8013,2939,258.3402
19.8013,2933,257.8128
19.8013,2929,257.4612
19.8013,2924,257.0217
19.8013,2919,256.5822
19.8013,2913,256.0548
19.8013,2908,255.6153
19.8013,2904,255.2637
19.8013,2899,254.8242
19.8013,2894,254.3847
19.596,2889,253.9452
19.8013,2884,253.5057
19.8013,2878,252.9783
19.8013,2874,252.6267
19.8013,2869,252.1872
19.8013,2863,251.6598
19.8013,2858,251.2203
19.8013,2854,250.8687
19.8013,2848,250.3413
20.196,2844,249.9897
20.0033,2839,249.5502
19.8013,2834,249.1107
19.8013,2829,248.6711
20.196,2824,248.2316
19.8013,2819,247.7921
19.8013,2814,247.3526
19.8013,2808,246.8252
19.596,2804,246.4736
20.196,2799,246.0341
19.8013,2794,245.5946
20.196,2789,245.1551
19.8013,2784,244.7156
19.8013,2778,244.1882
20.196,2774,243.8366
19.8013,2770,243.485
20.196,2764,242.9576
20.196,2758,242.4302
20.196,2754,242.0786
19.596,2749,241.6391
20.196,2744,241.1996
19.8013,2739,240.7601
20.196,2733,240.2327
20.196,2728,239.7932
19.8013,2723,239.3537
20.0033,2719,239.0021
20.196,2714,238.5626
20.196,2709,238.1231
20.196,2704,237.6836
19.8013,2699,237.2441
20.196,2693,236.7166
20.196,2689,236.365
20.196,2684,235.9255
20.196,2679,235.486
20.196,2674,235.0465
20.196,2668,234.5191
20.196,2664,234.1675
20.196,2659,233.728
20.196,2653,233.2006
20.196,2649,232.849
20.196,2643,232.3216
19.8013,2638,231.8821
19.8013,2634,231.5305
19.8013,2629,231.091
20.196,2623,230.5636
20.196,2618,230.1241
20.196,2614,229.7725
20.196,2608,229.2451
20.196,2604,228.8935
20.196,2599,228.454
20.196,2594,228.0145
20.196,2589,227.575
20.196,2584,227.1355
20.196,2578,226.6081
20.196,2574,226.2565
20.196,2568,225.7291
20.196,2563,225.2896
20.196,2559,224.938
20.196,2554,224.4984
20.196,2549,224.0589
20.196,2543,223.5315
20.196,2539,223.1799
20.196,2534,222.7404
20.196,2529,222.3009
20.196,2524,221.8614
20.196,2519,221.4219
20.196,2514,220.9824
20.196,2509,220.5429
20.196,2504,220.1034
20.196,2498,219.576
20.196,2494,219.2244
20.196,2489,218.7849
20.196,2484,218.3454
20.196,2479,217.9059
20.196,2474,217.4664
20.196,2469,217.0269
20.196,2464,216.5874
20.196,2459,216.1479
20.196,2454,215.7084
20.196,2449,215.2689
20.196,2444,214.8294
20.196,2439,214.3899
20.196,2433,213.8625
20.196,2429,213.5109
20.196,2423,212.9835
20.196,2418,212.544
20.196,2414,212.1923
20.196,2409,211.7528
20.196,2404,211.3133
20.196,2399,210.8738
20.196,2393,210.3464
19.8058,2386,209.7311
20.187,2389,209.9948
19.8058,2393,210.3464
20.187,2397,210.698
20.187,2403,211.2254
20.187,2413,212.1044
19.8058,2417,212.456
20.187,2422,212.8956
19.8058,2427,213.3351
20.187,2431,213.6867
20.187,2437,214.2141
20.4729,2442,214.6536
20.0965,2447,215.0931
19.9054,2452,215.5326
20.271,2457,215.9721
20.271,2462,216.4116
20.271,2467,216.8511
19.9054,2472,217.2906
