impedance,present_position,angle
20.36653,2384,209.5553257
20.36653,2386,209.7311272
20.87725,2389,209.9948294
20.87725,2393,210.3464323
20.36653,2397,210.6980352
20.36653,2403,211.2254395
20.36653,2407,211.5770424
20.36653,2412,212.016546
20.36653,2417,212.4560496
20.12119,2422,212.8955533
20.36653,2426,213.2471562
20.36653,2431,213.6866598
20.36653,2437,214.2140641
20.12119,2442,214.6535677
20.36653,2446,215.0051706
20.36653,2452,215.532575
20.12119,2457,215.9720786
20.12119,2466,216.7631851
20.36653,2469,217.0268873
20.36653,2472,217.2905895
20.87725,2477,217.7300931
20.36653,2482,218.1695967
20.87725,2487,218.6091003
20.36653,2492,219.0486039
20.36653,2497,219.4881075
20.36653,2502,219.9276112
20.36653,2507,220.3671148
20.36653,2512,220.8066184
20.36653,2517,221.246122
20.36653,2522,221.6856256
20.36653,2527,222.1251293
20.36653,2533,222.6525336
20.36653,2537,223.0041365
20.36653,2542,223.4436401
20.36653,2547,223.8831437
20.36653,2552,224.3226474
20.36653,2557,224.762151
20.36653,2562,225.2016546
20.36653,2567,225.6411582
20.36653,2572,226.0806618
20.36653,2578,226.6080662
20.36653,2582,226.9596691
20.12119,2588,227.4870734
20.36653,2593,227.926577
20.36653,2597,228.2781799
20.12119,2601,228.6297828
20.36653,2607,229.1571872
20.36653,2612,229.5966908
20.36653,2617,230.0361944
20.36653,2622,230.475698
19.87746,2627,230.9152017
20.36653,2632,231.3547053
20.36653,2637,231.7942089
20.36653,2643,232.3216132
20.36653,2647,232.6732161
20.12119,2652,233.1127198
19.87746,2658,233.6401241
20.36653,2662,233.991727
19.87746,2667,234.4312306
20.36653,2672,234.8707342
19.87746,2677,235.3102378
19.87746,2682,235.7497415
19.87746,2687,236.1892451
19.87746,2692,236.6287487
19.64917,2697,237.0682523
19.87746,2702,237.5077559
19.64917,2707,237.9472596
19.87746,2713,238.4746639
19.87746,2718,238.9141675
19.87746,2722,239.2657704
19.87746,2727,239.705274
19.87746,2732,240.1447777
19.87746,2737,240.5842813
19.64917,2742,241.0237849
19.64917,2747,241.4632885
19.64917,2752,241.9027921
19.64917,2757,242.3422958
19.64917,2762,242.7817994
19.40888,2767,243.221303
19.64917,2772,243.6608066
19.64917,2777,244.1003102
19.87746,2782,244.5398139
19.87746,2787,244.9793175
19.40888,2791,245.3309204
19.87746,2796,245.770424
19.87746,2802,246.2978283
19.40888,2807,246.737332
