39.5024;2389;209.99482936918312
40.474160000000005;2393;210.3464322647364
40.474160000000005;2396;210.61013443640132
45.66903;2399;210.87383660806628
41.77496;2410;211.84074457083773
37.4411;2415;212.2802481902793
39.5024;2419;212.63185108583255
40.474160000000005;2424;213.07135470527413
40.474160000000005;2428;213.4229576008274
45.66903;2433;213.86246122026895
20.170180000000002;2444;214.82936918304043
22.51205;2449;215.268872802482
21.22457;2453;215.62047569803525
21.90664;2459;216.14788004136514
21.90664;2463;216.49948293691838
21.90664;2469;217.02688728024827
21.22457;2474;217.46639089968986
22.51205;2479;217.90589451913144
22.51205;2483;218.25749741468468
22.51205;2491;218.9607032057912
21.90664;2495;219.31230610134446
21.2653;2500;219.75180972078604
20.06631;2504;220.10341261633928
21.90664;2510;220.63081695966918
19.63402;2515;221.07032057911076
21.22457;2520;221.5098241985523
20.06631;2524;221.86142709410558
20.06631;2529;222.30093071354716
19.16831;2534;222.7404343329887
20.170180000000002;2539;223.1799379524303
20.71494;2544;223.61944157187187
21.22457;2549;224.05894519131343
22.51205;2553;224.4105480868667
20.71494;2559;224.9379524301966
21.2653;2564;225.37745604963814
20.71494;2569;225.81695966907972
21.22457;2574;226.2564632885213
22.51205;2579;226.69596690796286
22.51205;2584;227.13547052740444
20.06631;2590;227.66287487073433
21.22457;2593;227.92657704239926
21.2653;2598;228.36608066184084
21.90664;2603;228.80558428128242
21.2653;2608;229.24508790072397
20.71494;2613;229.68459152016555
21.22457;2618;230.12409513960714
20.170180000000002;2623;230.56359875904872
22.51205;2628;231.00310237849027
21.90664;2633;231.44260599793185
21.90664;2638;231.88210961737343
21.2653;2643;232.32161323681498
19.16831;2647;232.67321613236825
22.51205;2652;233.11271975180983
22.51205;2658;233.6401240951397
20.170180000000002;2663;234.07962771458128
22.51205;2668;234.51913133402286
21.90664;2673;234.9586349534644
19.63402;2678;235.398138572906
20.71494;2683;235.83764219234757
21.90664;2688;236.27714581178913
20.170180000000002;2693;236.7166494312307
