angle,predicted_impedance,impedance
209.7311271975182,19.73717003585822,19.73583
210.17063081695977,19.737839118175238,19.73583
210.69803516028963,17.332907687722955,17.330479999999998
211.22543950361953,16.44240128247156,16.44056
211.5770423991728,17.33249287545428,17.330479999999998
211.92864529472604,16.443888800100463,16.44056
212.45604963805593,25.999393723333096,25.99571
212.98345398138582,nan,nan
213.3350568769391,nan,nan
213.77456049638064,17.333441765107555,17.330479999999998
214.12616339193391,nan,nan
214.6535677352638,nan,nan
215.09307135470536,nan,nan
215.62047569803525,25.99931529979366,25.99571
215.97207859358852,17.33513769787115,17.330479999999998
216.41158221303007,nan,nan
216.85108583247165,nan,nan
217.55429162357817,25.998809569279583,25.99571
217.81799379524313,nan,nan
218.16959669079637,17.336940633051572,17.330479999999998
218.69700103412626,nan,nan
219.13650465356784,nan,nan
219.48810754912108,nan,nan
219.92761116856266,17.336281097785022,17.330479999999998
220.36711478800424,nan,nan
220.8066184074458,nan,nan
221.24612202688738,16.446608286644047,16.44056
221.68562564632896,17.335368716258163,17.330479999999998
222.0372285418822,nan,nan
222.47673216132378,26.003187681750514,25.99571
223.00413650465367,nan,nan
223.44364012409523,17.336812499999414,17.330479999999998
223.8831437435368,nan,nan
224.4105480868667,23.254997013500667,23.249869999999998
224.76215098241994,nan,nan
225.20165460186152,17.336937564675654,17.330479999999998
225.6411582213031,nan,nan
226.08066184074468,nan,nan
226.52016546018623,16.44705879547268,16.44056
226.95966907962782,17.33698339733829,17.330479999999998
227.3991726990694,nan,nan
227.83867631851095,nan,nan
228.27817993795253,26.002201993874987,25.99571
228.7176835573941,16.44704030513594,16.44056
229.15718717683566,17.336944925727412,17.330479999999998
229.59669079627724,nan,nan
230.03619441571882,nan,nan
230.47569803516038,16.448234407258266,16.44056
231.00310237849027,17.33557317473802,17.330479999999998
231.35470527404354,nan,nan
231.70630816959678,nan,nan
232.23371251292667,26.00197622655045,25.99571
232.67321613236825,17.33546452201168,17.330479999999998
233.0248190279215,16.447986445465855,16.44056
233.5522233712514,nan,nan
233.99172699069297,nan,nan
234.43123061013455,17.336524945923802,17.330479999999998
234.8707342295761,16.446554490439663,16.44056
235.31023784901768,nan,nan
235.74974146845926,nan,nan
236.18924508790082,nan,nan
236.6287487073424,17.336256195127508,17.330479999999998
237.06825232678398,nan,nan
237.50775594622553,nan,nan
237.9472595656671,16.446158530221506,16.44056
238.3867631851087,nan,nan
238.82626680455024,17.33486514391294,17.330479999999998
239.1778697001035,nan,nan
239.7052740434334,nan,nan
240.144777662875,16.445844967935496,16.44056
240.58428128231654,nan,nan
241.02378490175812,17.335635939833455,17.330479999999998
241.4632885211997,nan,nan
241.90279214064125,16.446583488967914,16.44056
242.43019648397114,25.999673659211876,25.99571
242.78179937952441,17.335376149334852,17.330479999999998
243.22130299896597,nan,nan
243.57290589451924,nan,nan
244.10031023784913,26.000412767199432,25.99571
244.53981385729068,nan,nan
244.97931747673226,17.33505588389463,17.330479999999998
245.41882109617384,nan,nan
245.85832471561542,nan,nan
246.29782833505698,nan,nan
246.73733195449856,17.33481001624037,17.330479999999998
247.17683557394014,nan,nan
247.6163391933817,16.444772287814654,16.44056
248.05584281282327,nan,nan
248.49534643226485,17.33457881801306,17.330479999999998
248.9348500517064,nan,nan
249.374353671148,16.44455016141364,16.44056
249.81385729058957,nan,nan
250.25336091003112,25.999596843248664,25.99571
250.6928645294727,17.334317342190307,17.330479999999998
251.13236814891428,nan,nan
251.57187176835583,nan,nan
252.01137538779741,nan,nan
252.450879007239,17.33413508543791,17.330479999999998
252.89038262668058,nan,nan
253.32988624612213,16.444134164185012,16.44056
253.7693898655637,nan,nan
254.2088934850053,nan,nan
254.64839710444684,17.333946657245097,17.330479999999998
255.08790072388842,nan,nan
255.52740434333,nan,nan
255.96690796277156,nan,nan
256.49431230610145,16.443238840386126,16.44056
256.8459152016547,17.333807357524083,17.330479999999998
257.2854188210963,25.999015822572428,25.99571
257.72492244053785,nan,nan
258.1644260599794,nan,nan
258.603929679421,17.333734455099975,17.330479999999998
259.04343329886257,16.443801838552414,16.44056
259.4829369183041,nan,nan
259.8345398138574,nan,nan
260.3619441571873,nan,nan
260.80144777662883,25.99956725951537,25.99571
261.32885211995875,16.443130886363175,16.44056
