angle,predicted_impedance,impedance
209.99482936918312,20,20.03109
210.17063081695977,20.030502431883114,20.03109
210.4343329886247,20.0301620605507,20.03109
210.78593588417797,20.029767872119855,20.03109
211.31334022750784,20.02893130238447,nan
211.75284384694942,nan,20.3049
212.192347466391,20.30281288786264,19.9425
212.54395036194424,19.940737764063332,nan
212.98345398138582,nan,nan
213.4229576008274,nan,20.3049
213.95036194415727,nan,19.9425
214.30196483971054,nan,19.58991
214.74146845915212,nan,19.35781
215.18097207859367,nan,19.69779
215.62047569803525,nan,19.9425
216.05997931747683,nan,nan
216.58738366080672,nan,20.3049
217.02688728024827,nan,nan
217.46639089968986,nan,19.9425
217.81799379524313,nan,20.56293
218.345398138573,nan,nan
219.0486039296795,nan,20.3049
219.40020682523277,nan,19.9425
219.6639089968977,nan,nan
220.1913133402276,nan,nan
220.63081695966918,nan,20.186790000000002
220.98241985522245,nan,19.9425
221.5098241985523,nan,nan
221.9493278179939,nan,nan
222.38883143743547,nan,nan
222.82833505687702,nan,20.3049
223.1799379524303,nan,nan
223.70734229576018,nan,20.186790000000002
224.14684591520174,nan,nan
224.58634953464332,nan,19.9425
225.0258531540849,nan,nan
225.46535677352648,nan,20.186790000000002
225.81695966907972,nan,nan
226.2564632885213,nan,19.9425
226.7838676318512,nan,nan
227.22337125129275,nan,19.82132
227.66287487073433,nan,19.58991
228.0144777662876,nan,19.9425
228.54188210961746,nan,20.186790000000002
229.06928645294735,nan,nan
229.42088934850062,nan,nan
229.86039296794218,nan,20.56293
230.29989658738376,nan,19.9425
230.73940020682534,nan,20.186790000000002
231.09100310237858,nan,19.58991
231.53050672182016,nan,nan
231.97001034126174,nan,19.9425
232.4095139607033,nan,nan
232.93691830403318,nan,20.186790000000002
233.28852119958646,nan,20.43016
233.81592554291635,nan,19.58991
234.2554291623579,nan,19.9425
234.69493278179948,nan,20.04678
235.13443640124106,nan,20.3049
235.5739400206826,nan,19.35781
236.0134436401242,nan,19.453139999999998
236.45294725956578,nan,19.69779
236.80455015511902,nan,20.186790000000002
237.3319544984489,nan,19.35781
237.68355739400218,nan,nan
238.12306101344373,nan,19.69779
238.5625646328853,nan,20.3049
239.0899689762152,nan,19.9425
239.44157187176845,nan,19.58991
239.88107549121003,nan,19.82132
240.3205791106516,nan,nan
240.7600827300932,nan,nan
241.19958634953474,nan,19.35781
241.63908996897632,nan,19.9425
242.0785935884179,nan,19.69779
242.51809720785946,nan,nan
242.95760082730104,nan,nan
243.39710444674262,nan,20.3049
243.83660806618417,nan,20.186790000000002
244.27611168562575,nan,19.58991
244.71561530506733,nan,nan
245.15511892450888,nan,nan
245.59462254395046,nan,nan
246.03412616339205,nan,20.186790000000002
246.4736297828336,nan,nan
246.91313340227518,nan,19.9425
247.35263702171676,nan,19.69779
247.79214064115834,nan,nan
248.2316442605999,nan,20.186790000000002
248.67114788004147,nan,19.9425
249.11065149948305,nan,nan
249.63805584281292,nan,nan
250.0775594622545,nan,20.04678
250.42916235780777,nan,19.9425
250.95656670113766,nan,nan
251.3960703205792,nan,19.82132
251.8355739400208,nan,19.69779
252.27507755946237,nan,nan
252.71458117890393,nan,19.9425
253.0661840744572,nan,19.82132
253.50568769389878,nan,19.35781
253.94519131334033,nan,20.186790000000002
254.3846949327819,nan,20.3049
254.8241985522235,nan,19.82132
255.26370217166505,nan,19.9425
255.70320579110663,nan,nan
256.1427094105482,nan,19.69779
256.58221302998976,nan,19.58991
257.02171664943137,nan,19.82132
257.4612202688729,nan,nan
257.9007238883145,nan,19.69779
258.3402275077561,nan,19.58991
258.77973112719764,nan,nan
259.3071354705275,nan,20.186790000000002
259.7466390899691,nan,19.82132
260.18614270941066,nan,19.58991
260.6256463288522,nan,19.35781
261.0651499482938,nan,19.9425
261.5046535677354,nan,nan
261.8562564632886,nan,nan
262.38366080661854,nan,19.35781
262.7352637021718,nan,19.58991
263.17476732161333,nan,19.69779
263.61427094105494,nan,nan
264.0537745604965,nan,nan
264.49327817993805,nan,nan
265.02068252326796,nan,20.186790000000002
265.4601861427095,nan,19.35781
265.89968976215107,nan,19.69779
266.3391933815927,nan,19.9425
266.77869700103423,nan,nan
267.1302998965875,nan,19.24693
267.7456049638057,nan,nan
268.09720785935895,nan,20.186790000000002
268.53671147880056,nan,19.69779
268.8883143743538,nan,19.58991
269.32781799379535,nan,19.02667
269.76732161323696,nan,nan
270.2947259565668,nan,nan
270.7342295760084,nan,19.69779
271.17373319545,nan,19.02667
271.5253360910032,nan,19.58991
271.9648397104448,nan,nan
272.4043433298864,nan,nan
272.84384694932794,nan,nan
273.2833505687695,nan,20.186790000000002
273.8107549120994,nan,19.35781
274.25025853154096,nan,19.58991
274.6897621509825,nan,19.02667
275.30506721820075,nan,nan
275.656670113754,nan,19.24693
276.00827300930723,nan,19.82132
276.44777662874884,nan,19.69779
276.8872802481904,nan,nan
277.32678386763195,nan,19.35781
277.76628748707355,nan,nan
278.2057911065151,nan,19.58991
278.55739400206835,nan,19.24693
279.08479834539827,nan,nan
279.4364012409515,nan,19.82132
279.96380558428143,nan,19.46626
280.403309203723,nan,19.58991
280.84281282316454,nan,19.02667
281.28231644260615,nan,20.186790000000002
281.7218200620477,nan,nan
282.16132368148925,nan,19.9425
282.60082730093086,nan,19.02667
283.1282316442607,nan,19.58991
283.47983453981396,nan,19.46626
284.0072388831439,nan,nan
284.3588417786971,nan,nan
284.7983453981387,nan,19.9425
285.2378490175803,nan,19.58991
285.67735263702184,nan,19.82132
286.1168562564634,nan,19.12132
286.556359875905,nan,19.24693
286.99586349534655,nan,nan
287.4353671147881,nan,19.46626
287.962771458118,nan,19.58991
288.4022750775596,nan,19.24693
288.84177869700113,nan,19.69779
289.28128231644274,nan,nan
289.632885211996,nan,19.82132
290.16028955532585,nan,nan
290.59979317476746,nan,19.35781
291.039296794209,nan,19.46626
291.4788004136506,nan,20.186790000000002
291.91830403309217,nan,19.58991
292.3578076525337,nan,19.24693
292.79731127197533,nan,19.02667
293.2368148914169,nan,19.82132
293.76421923474675,nan,19.9425
294.11582213030005,nan,19.58991
294.5553257497416,nan,19.24693
294.90692864529484,nan,19.69779
295.34643226473645,nan,19.82132
295.785935884178,nan,19.9425
296.31334022750787,nan,nan
296.7528438469495,nan,19.24693
297.192347466391,nan,nan
297.6318510858326,nan,19.46626
298.0713547052742,nan,19.35781
298.51085832471574,nan,19.69779
298.9503619441573,nan,19.9425
299.3898655635989,nan,19.58991
299.82936918304046,nan,19.02667
300.268872802482,nan,19.35781
300.7083764219236,nan,nan
301.05997931747686,nan,19.24693
301.5873836608067,nan,19.58991
302.02688728024833,nan,nan
302.4663908996899,nan,nan
302.90589451913144,nan,20.051569999999998
303.34539813857305,nan,19.9425
303.7849017580146,nan,19.24693
304.2244053774562,nan,nan
304.66390899689776,nan,19.35781
305.1034126163393,nan,19.69779
305.5429162357809,nan,19.58991
305.9824198552225,nan,nan
306.421923474664,nan,19.35781
306.86142709410564,nan,nan
307.3009307135472,nan,19.69779
307.74043433298874,nan,nan
308.17993795243035,nan,19.35781
308.6194415718719,nan,19.02667
309.05894519131346,nan,19.24693
309.41054808686675,nan,19.58991
309.9379524301966,nan,nan
310.37745604963817,nan,nan
310.8169596690798,nan,19.46626
311.25646328852133,nan,19.9425
311.6959669079629,nan,nan
312.1354705274045,nan,19.82132
312.57497414684605,nan,20.186790000000002
313.1023784901759,nan,19.35781
313.4539813857292,nan,19.9425
313.89348500517076,nan,nan
314.3329886246123,nan,19.58991
314.7724922440539,nan,19.69779
315.2119958634955,nan,19.82132
315.651499482937,nan,nan
316.0031023784903,nan,19.24693
316.4426059979319,nan,19.58991
316.88210961737343,nan,19.82132
317.32161323681504,nan,nan
317.7611168562566,nan,19.24693
318.20062047569814,nan,19.69779
318.64012409513975,nan,19.9425
319.1675284384696,nan,nan
319.6070320579112,nan,19.12546
319.95863495346447,nan,19.58991
320.48603929679433,nan,19.46626
320.92554291623594,nan,19.9425
321.2771458117892,nan,nan
321.71664943123073,nan,19.35781
322.24405377456065,nan,nan
322.5956566701139,nan,19.58991
323.03516028955545,nan,19.69779
323.56256463288537,nan,19.12546
323.9141675284386,nan,19.9425
324.35367114788016,nan,19.24693
324.7931747673218,nan,19.02667
325.144777662875,nan,nan
325.58428128231657,nan,19.69779
326.1116856256465,nan,nan
326.46328852119973,nan,19.9425
326.9027921406413,nan,19.82132
327.3422957600829,nan,nan
327.3422957600829,nan,19.58991
327.3422957600829,nan,19.69779
327.0785935884179,nan,nan
326.81489141675297,nan,19.82132
326.46328852119973,nan,20.3049
326.1116856256465,nan,19.35781
325.6721820062049,nan,nan
325.0568769389867,nan,19.58991
324.70527404343346,nan,19.69779
324.35367114788016,nan,19.46626
323.9141675284386,nan,19.35781
323.38676318510875,nan,19.58991
323.03516028955545,nan,20.04678
322.5077559462256,nan,nan
321.89245087900736,nan,19.9425
321.4529472595658,nan,nan
321.01344364012425,nan,19.35781
320.48603929679433,nan,19.69779
320.0465356773528,nan,20.186790000000002
319.6070320579112,nan,19.58991
319.1675284384696,nan,19.9425
318.72802481902806,nan,nan
318.20062047569814,nan,19.35781
317.8490175801449,nan,nan
317.40951396070335,nan,20.3049
316.9700103412618,nan,19.58991
316.4426059979319,nan,19.9425
316.0031023784903,nan,20.43016
315.5635987590487,nan,20.186790000000002
315.12409513960716,nan,nan
314.6845915201656,nan,19.69779
314.245087900724,nan,19.58991
313.80558428128245,nan,19.82132
313.3660806618409,nan,nan
312.9265770423993,nan,19.9425
312.48707342295774,nan,20.56293
312.0475698035162,nan,nan
311.6080661840746,nan,19.69779
311.168562564633,nan,19.9425
310.72905894519147,nan,20.3049
310.28955532574986,nan,nan
309.8500517063083,nan,nan
309.41054808686675,nan,20.56293
308.97104446742514,nan,19.9425
308.4436401240953,nan,20.3049
308.0041365046537,nan,nan
307.5646328852121,nan,20.04678
307.12512926577057,nan,nan
306.68562564632896,nan,20.56293
306.1582213029991,nan,nan
305.71871768355754,nan,20.3049
