angle,predicted_impedance,impedance
210.08273009307143,20,19.98032
210.3464322647364,19.979410595482584,20.555619999999998
210.61013443640132,20.5546554383209,20.28626
211.0496380558429,20.284533443108472,20.86788
211.31334022750784,20.866774834877774,20.555619999999998
211.84074457083773,20.553259932384684,20.008419999999997
212.2802481902793,20.00630679769449,19.476689999999998
212.7197518097209,19.474449784121397,20.86788
213.15925542916244,20.86551841581955,19.732680000000002
213.5108583247157,19.73070706886658,nan
213.95036194415727,nan,19.476689999999998
214.38986556359885,19.47401765821875,19.98032
214.82936918304043,19.97754671840834,20.008419999999997
215.35677352637032,20.00496601012946,20.5658
215.62047569803525,20.564023959561528,nan
216.14788004136514,nan,19.732680000000002
216.58738366080672,19.72955298795857,20.86788
217.02688728024827,20.86467652684574,19.476689999999998
217.7300930713548,19.471416790737898,20.5658
218.08169596690806,19.468716878425916,20.008419999999997
218.43329886246133,19.465977723966184,21.16143
218.78490175801457,19.463201497522086,20.28626
219.22440537745615,19.45968232130125,nan
219.6639089968977,19.45611261151786,20.008419999999997
220.10341261633928,19.45249633713346,19.72368
220.54291623578087,19.448837368984222,20.25696
220.98241985522245,19.445139480728166,20.5658
221.421923474664,19.441406349794683,20.28626
221.86142709410558,19.43764155833359,20.008419999999997
222.21302998965882,19.43460927654636,nan
222.7404343329887,19.430030851724986,nan
223.09203722854198,19.426961039443803,19.476689999999998
223.61944157187187,19.4223341485529,19.732680000000002
223.97104446742512,19.41923710928851,20.555619999999998
224.498448810755,19.414576772715726,20.86788
225.20165460186152,19.40834328953023,20.28626
225.46535677352648,19.406002053652436,nan
225.81695966907972,19.402878823707205,19.72368
226.168562564633,19.399755038145976,20.86788
226.60806618407454,19.39585155354522,20.5658
227.04756980351613,19.391951811838148,21.16143
227.57497414684602,19.38728050109254,20.28626
227.92657704239926,19.384173260369074,20.86788
228.45398138572915,19.379525760785818,20.555619999999998
228.89348500517073,19.375667502268165,nan
229.3329886246123,19.371824821292,20.28626
229.77249224405386,19.367999747209105,19.476689999999998
230.21199586349545,19.36419423211195,20.86788
230.56359875904872,19.361165165575848,nan
231.09100310237858,19.356649306685235,nan
231.44260599793185,19.353658522318746,20.28626
231.88210961737343,19.34994380078573,19.98032
232.32161323681498,19.346256962862107,20.86788
232.76111685625656,19.34259953128325,nan
233.20062047569814,19.338972957981163,20.28626
233.6401240951397,19.335378625034913,nan
234.1675284384696,19.331109826920773,20.86788
234.51913133402286,19.32829186494613,21.44457
234.9586349534644,19.32480186123511,20.28626
235.4860392967943,19.320662907685836,nan
235.83764219234757,19.317934168193496,20.008419999999997
236.27714581178913,19.314558508788117,21.15032
236.7166494312307,19.31122288809255,19.732680000000002
237.1561530506723,19.30792816351167,19.72368
237.59565667011387,19.30467513114062,20.86788
238.03516028955542,19.30146452670696,nan
238.474663908997,19.298297026519585,nan
239.0020682523269,19.294553789759256,20.008419999999997
239.26577042399182,19.292706084288547,20.5658
239.79317476732172,19.289059043203373,nan
240.2326783867633,19.286069567967424,20.86788
240.67218200620485,19.283125720478587,19.476689999999998
241.11168562564643,19.2802278404694,20.008419999999997
241.551189245088,19.277376214894993,20.5658
241.99069286452956,19.274571078885664,20.555619999999998
242.43019648397114,19.271812616689694,20.28626
242.86970010341273,19.269100962629217,20.008419999999997
243.3092037228543,19.26643620204701,20.86788
243.74870734229586,19.263818372247478,nan
244.18821096173744,19.261247463458098,nan
244.62771458117902,19.25872341976882,19.476689999999998
245.06721820062057,19.25624614008533,20.86788
245.50672182006215,19.253815479074696,nan
245.94622543950373,19.251431248116013,20.5658
246.3857290589453,19.24909321625163,nan
246.82523267838687,19.24680111112847,nan
247.26473629782845,19.24455461995516,20.86788
247.70423991727,19.242353390445295,20.008419999999997
248.14374353671158,19.240197031770585,nan
248.58324715615316,19.238085115501725,20.5658
249.02275077559472,19.236017176568375,nan
249.4622543950363,19.233992714197974,20.86788
249.90175801447788,19.23201119287095,nan
250.34126163391946,19.23007204326499,20.008419999999997
250.780765253361,19.22817466320661,nan
251.2202688728026,19.226318418619748,nan
251.65977249224417,19.224502644473468,19.476689999999998
252.09927611168573,19.222726645730553,20.28626
252.5387797311273,19.22098969829657,nan
252.9782833505689,19.219291049971083,nan
253.41778697001044,19.21762992139319,20.555619999999998
253.85729058945202,19.21600550698728,20.86788
254.2967942088936,19.21441697592403,nan
254.73629782833515,19.212863473053666,nan
255.17580144777673,19.2113441198641,20.28626
255.61530506721832,19.209858015427393,nan
256.0548086866599,19.20840423735141,21.47932
256.49431230610145,19.20698184272286,20.008419999999997
256.933815925543,19.205589869059203,20.555619999999998
257.3733195449846,19.204227335257464,nan
257.81282316442616,19.202893242544327,nan
258.1644260599794,19.201845764081362,21.47932
258.6918304033093,19.2003063026173,20.86788
259.1313340227509,19.199051378033154,20.5658
259.5708376421925,19.197820741694763,nan
260.01034126163404,19.196613320697942,nan
260.4498448810756,19.195428030162283,nan
260.8893485005172,19.19426377417316,19.732680000000002
261.41675284384706,19.192892874692497,20.86788
261.7683557394003,19.19199393272337,21.16143
262.2078593588419,19.1908861088206,20.5658
262.64736297828347,19.189794844482925,nan
263.086866597725,19.188719002873235,20.86788
263.52637021716663,19.1876574418175,19.476689999999998
263.9658738366082,19.186609014754517,21.47932
264.40537745604973,19.18557257168076,nan
264.84488107549134,19.18454696010182,20.28626
265.2843846949329,19.183531025976244,20.555619999999998
265.72388831437445,19.1825236146747,20.008419999999997
266.16339193381606,19.18152357191665,20.5658
266.6028955532576,19.18052974472827,21.15032
267.04239917269916,19.179540982384573,20.86788
267.5698035160291,19.178359537737755,nan
268.00930713547064,19.17737788468404,20.25696
268.3609100310239,19.17659363089664,nan
268.8004136504655,19.17561369894387,20.555619999999998
269.23991726990704,19.17463314520436,20.5658
269.6794208893486,19.17365085239104,20.86788
270.1189245087902,19.17266571210545,nan
270.55842812823175,19.17167662579576,nan
270.9979317476733,19.170682505698245,nan
271.4374353671149,19.16968227579006,20.008419999999997
271.87693898655647,19.168674872735927,20.86788
272.3164426059981,19.16765924683822,20.28626
272.84384694932794,19.16642818524864,nan
273.1954498448812,19.165599201591625,nan
273.6349534643228,19.164552759570405,20.5658
274.07445708376434,19.163494051254055,21.79983
274.5139607032059,19.162422109361422,20.86788
274.9534643226475,19.161335985939253,20.28626
275.48086866597737,19.160012613528842,20.555619999999998
275.8324715615306,19.15911750503009,nan
276.2719751809722,19.15798335682397,20.5658
276.7114788004138,19.156831447543063,21.47932
277.063081695967,19.155896568797097,21.16143
277.59048603929693,19.154471022480415,nan
278.0299896587385,19.153260908563233,20.28626
278.38159255429173,19.152277765018688,20.25696
278.90899689762165,19.150777083094603,20.86788
279.3485005170632,19.14950193776648,nan
279.70010341261644,19.14846524817998,20.008419999999997
280.22750775594636,19.146881819318686,20.555619999999998
280.6670113753879,19.145535593864146,20.86788
281.10651499482947,19.144164476423306,nan
281.5460186142711,19.142767922831844,20.008419999999997
281.98552223371263,19.14134542343951,20.555619999999998
282.4250258531542,19.139896504049524,20.86788
282.8645294725958,19.13842072687718,nan
283.30403309203734,19.1369176914881,20.28626
283.7435367114789,19.135387035757198,nan
284.0951396070322,19.134142406209243,20.008419999999997
284.53464322647375,19.132561247202183,20.5658
284.9741468459153,19.130951665749684,20.28626
285.5015511892452,19.12898236064067,nan
285.85315408479846,19.127646446702933,nan
286.29265770424,19.125950522796337,20.86788
286.82006204756993,19.123877139599394,21.47932
287.1716649431232,19.122471664684248,nan
287.6990692864531,19.120328649485067,nan
288.13857290589465,19.118510978659323,20.86788
288.5780765253362,19.11666450352815,21.47932
288.9296794208895,19.11516669789402,20.28626
289.36918304033105,19.113268841260755,nan
289.8965873836609,19.110954221720966,20.86788
290.2481902792142,19.109388856357363,20.008419999999997
290.68769389865577,19.1074074127985,21.47932
291.1271975180973,19.105398881409123,nan
291.5667011375389,19.103363740630734,20.5658
292.0941054808688,19.100887203996344,20.86788
292.53360910031034,19.098795484721485,nan
292.88521199586364,19.097104294130567,nan
293.3247156153052,19.094968637210094,nan
293.76421923474675,19.09280962417646,20.86788
294.20372285418836,19.090628084541358,20.555619999999998
294.7311271975182,19.087981761292703,20.008419999999997
295.08273009307146,19.08620105363938,20.28626
295.52223371251307,19.08395753436529,nan
295.9617373319546,19.081695434367965,nan
