angle,predicted_impedance,impedance
209.99482936918312,20,nan
210.25853154084808,nan,20.16036
210.522233712513,20.159413675020264,20.16036
210.87383660806628,20.1590140491052,19.77841
211.31334022750784,19.77659666243209,20.27987
211.75284384694942,20.277916826413655,19.901580000000003
212.1044467425027,19.899920746174224,nan
212.54395036194424,nan,20.16036
213.07135470527413,20.157569210816096,nan
213.5108583247157,20.155114520547077,19.77841
213.95036194415727,20.152548339051723,20.27987
214.38986556359885,20.149875997270474,19.901580000000003
214.91726990692874,20.146536398265116,nan
215.268872802482,20.144233605243958,20.16036
215.79627714581187,20.140671214449785,nan
216.23578076525345,20.137608737572155,19.77841
216.67528438469503,20.134466062080865,20.27987
217.11478800413659,20.131247849357496,19.901580000000003
217.55429162357817,20.12795865620402,nan
217.90589451913144,20.125279191762534,20.15639
218.345398138573,20.121873386801017,nan
218.78490175801457,20.118408812178505,20.418490000000002
219.22440537745615,20.11488963595767,20.53953
219.6639089968977,20.11131992617428,nan
220.10341261633928,20.10770365178988,nan
220.54291623578087,20.10404468364064,20.15639
221.07032057911076,20.099602872616888,nan
221.5098241985523,20.09586312603884,nan
221.86142709410558,20.092848872990007,nan
222.38883143743547,20.088294235606586,20.53953
222.82833505687702,20.08447193669284,20.81707
223.1799379524303,20.08139894767047,20.15639
223.70734229576018,20.07676805056852,20.418490000000002
224.14684591520174,20.072892757680766,nan
224.58634953464332,20.069005944829915,nan
225.0258531540849,20.065110536158418,20.15639
225.46535677352648,20.061209368308855,19.783990000000003
225.90486039296803,20.05730519136856,20.418490000000002
226.43226473629792,20.052619952673272,nan
226.8717683557395,20.048718415611948,20.53953
227.31127197518106,20.044822099176745,20.15639
227.75077559462264,20.040933400305594,20.418490000000002
228.1023784901759,20.03782948446386,nan
228.54188210961746,20.03396027756313,nan
229.06928645294735,20.02933575984392,20.15639
229.42088934850062,20.026265649007005,20.418490000000002
229.86039296794218,20.022444333008966,19.89404
230.38779731127207,20.017885239964844,20.031650000000003
230.73940020682534,20.01486338231226,20.81707
231.26680455015523,20.010359178267127,nan
231.70630816959678,20.00663374569584,20.15639
232.14581178903836,20.00293556760349,nan
232.58531540847994,19.999266195311666,nan
233.0248190279215,19.99562710895876,19.53573
233.37642192347477,19.99273859554538,20.53953
233.90382626680466,19.98844536441189,20.15639
234.3433298862462,19.98490531912572,nan
234.7828335056878,19.981400787494668,20.418490000000002
235.22233712512937,19.977932907980776,nan
235.66184074457095,19.974502753556553,20.15639
236.1013443640125,19.97111133265722,nan
236.6287487073424,19.96709408174664,19.89404
237.1561530506723,19.963135478168088,nan
237.50775594622553,19.960529680718228,20.679740000000002
237.8593588417788,19.957950947180993,20.15639
238.29886246122038,19.95476612790097,20.26214
238.73836608066193,19.951624790527294,19.783990000000003
239.0899689762152,19.94914342144526,nan
239.52947259565678,19.94608178290517,20.81707
239.96897621509834,19.943065116401986,20.15639
240.40847983453992,19.9400938480799,20.418490000000002
240.9358841778698,19.936588771495426,20.53953
241.37538779731136,19.933718613051415,nan
241.72699069286463,19.93145588495148,20.81707
242.1664943123062,19.928669399175565,nan
242.60599793174777,19.92592964687984,20.53953
243.04550155118935,19.9232367426811,nan
243.48500517063093,19.920590752591952,20.15639
243.92450879007248,19.917991694974635,nan
244.36401240951406,19.91543954148634,19.89404
244.80351602895564,19.912934218029395,20.53953
245.24301964839722,19.910475605700558,nan
245.59462254395046,19.90854223992145,nan
246.12202688728036,19.905697820470355,20.15639
246.4736297828336,19.903838445176607,20.418490000000002
246.91313340227518,19.90155548914439,nan
247.35263702171676,19.899318079733835,nan
247.79214064115834,19.897125856874172,20.15639
248.3195449844882,19.89455427206386,nan
248.67114788004147,19.892875339701536,19.89404
249.11065149948305,19.890816137267993,20.418490000000002
249.5501551189246,19.888800307043116,20.15639
250.0775594622545,19.886437796074606,20.81707
250.42916235780777,19.884896560182288,nan
250.95656670113766,19.882634580330578,nan
251.3960703205792,19.88079460542477,19.783990000000003
251.8355739400208,19.8789948264936,nan
252.27507755946237,19.877234536759406,20.53953
252.71458117890393,19.875513000776582,20.26214
253.1540847983455,19.873829455361975,20.418490000000002
253.5935884177871,19.87218311055702,20.031650000000003
254.03309203722864,19.870573150571463,nan
254.47259565667022,19.86899873473195,nan
254.9120992761118,19.867458998431662,20.418490000000002
255.52740434333,19.865359935043816,19.783990000000003
255.87900723888325,19.864189243972564,nan
256.3185108583248,19.862754410388252,20.26214
256.67011375387807,19.861628771932406,19.89404
257.197518097208,19.85997619418723,20.418490000000002
257.54912099276123,19.858897656402323,20.53953
257.9886246122028,19.857574656689767,19.783990000000003
258.4281282316444,19.856278671898995,20.15639
258.95553257497426,19.854757688275104,20.81707
259.3071354705275,19.853763583367854,19.89404
259.7466390899691,19.852542362606332,20.418490000000002
260.18614270941066,19.85134392461831,20.679740000000002
260.6256463288522,19.85016717999739,20.031650000000003
261.0651499482938,19.849011028680966,20.15639
261.5046535677354,19.847874360908268,19.89404
261.9441571871769,19.846756058163837,20.418490000000002
262.38366080661854,19.845654994126594,19.783990000000003
262.8231644260601,19.844570035620027,nan
263.26266804550164,19.84350004355966,nan
263.70217166494325,19.84244387390405,20.15639
264.1416752843848,19.841400378596664,19.89404
264.58117890382636,19.840368406528942,20.53953
265.02068252326796,19.83934680446956,19.783990000000003
265.4601861427095,19.838334418031113,nan
265.89968976215107,19.837330092608145,20.15639
266.3391933815927,19.836332674330524,20.679740000000002
266.77869700103423,19.835341011007618,20.031650000000003
267.30610134436415,19.834156993229644,20.418490000000002
267.6577042399174,19.833370354585927,20.15639
268.09720785935895,19.832389074060107,nan
268.53671147880056,19.831408975538384,20.81707
268.9762150982421,19.830428929476657,19.89404
269.41571871768366,19.829447813705006,20.031650000000003
269.85522233712527,19.828464514380048,20.15639
270.2068252326785,19.827675560152134,nan
270.64632885212006,19.826685553743378,nan
271.0858324715617,19.825690297372635,20.53953
271.61323681489154,19.824487549101523,19.783990000000003
272.0527404343331,19.82347698207835,20.418490000000002
272.4922440537747,19.822457776362203,20.15639
272.84384694932794,19.82163549990506,20.53953
273.3712512926578,19.82038934871301,20.031650000000003
273.8986556359877,19.81912638352063,nan
274.3381592554293,19.81805984991755,19.89404
274.7776628748708,19.816979511584723,21.09413
275.1292657704241,19.81610467189663,20.81707
275.5687693898657,19.81499714056068,nan
275.9203722854189,19.814099369936148,20.53953
276.35987590486053,19.812961737649662,20.15639
276.8872802481904,19.81157283705139,nan
277.32678386763195,19.81039466155372,20.418490000000002
277.76628748707355,19.809196758250128,21.22767
278.2057911065151,19.807978351715324,nan
278.64529472595666,19.806738693817042,nan
279.08479834539827,19.80547706467397,19.89404
279.5243019648398,19.804192773601844,20.81707
279.96380558428143,19.802885160057745,20.031650000000003
280.403309203723,19.801553594597895,20.15639
280.84281282316454,19.800197479817403,20.53953
281.28231644260615,19.798816251305684,nan
