angle,predicted_impedance,impedance
329.2761116856258,20.094017190934892,19.84834
329.10031023784916,20.095030498910774,20.25225
328.92450879007254,20.096784375163907,20.44293
328.5729058945193,20.09818180780144,19.84834
328.221302998966,20.099440373927564,19.84834
327.78179937952444,20.100256300130923,19.84834
327.2543950361946,20.100341141913077,nan
326.72699069286466,20.099873179436827,20.44293
326.2874870734231,20.098688547341,20.25225
325.7600827300932,20.097200082169138,20.88507
325.32057911065164,20.09527195718306,nan
324.8810754912101,20.092918946576674,20.44293
324.4415718717685,20.090155574107257,20.25225
324.0020682523269,20.085624577604676,nan
323.38676318510875,20.081152043039538,nan
322.8593588417788,20.076160920634493,19.84834
322.33195449844897,20.07067431612427,20.25225
321.80455015511905,20.0647148380192,nan
321.2771458117892,20.059403353579683,nan
320.83764219234763,20.052634028008242,19.279580000000003
320.3102378490177,20.046677714761017,20.25225
319.87073422957616,20.037881692045403,nan
319.2554291623579,20.031288242427536,19.84834
318.8159255429164,20.02305267170209,nan
318.2885211995865,20.015933349808392,20.25225
317.8490175801449,20.00559691678768,nan
317.23371251292673,19.9979644881912,nan
316.7942088934851,19.988547971271828,19.84834
316.26680455015526,19.978867097477405,nan
315.7394002068254,19.968939085134252,nan
315.2119958634955,19.958780712407815,nan
314.6845915201656,19.94840832181376,19.84834
314.1571871768357,19.93961266931524,20.25225
313.71768355739414,19.92888893046961,nan
313.1902792140643,19.917995151910645,nan
312.66287487073436,19.908797740232103,nan
312.2233712512928,19.899500767485506,20.25225
311.7838676318512,19.886333125082956,nan
311.168562564633,19.87682987488347,19.84834
310.72905894519147,19.86725380299299,20.44293
310.28955532574986,19.85567685464389,20.25225
309.76215098242,19.844018243975142,nan
309.2347466390901,19.832290079468066,19.279580000000003
308.7073422957602,19.820504085700804,19.84834
308.17993795243035,19.81064644545927,nan
307.74043433298874,19.800762897851882,nan
307.3009307135472,19.788877142754927,20.25225
306.7735263702173,19.776973338031667,19.84834
306.2461220268874,19.765061477189874,nan
305.71871768355754,19.75315119572565,nan
305.1913133402276,19.74125177568908,20.25225
304.66390899689776,19.729372150240806,nan
304.13650465356784,19.717520908237702,19.84834
303.609100310238,19.705706298762152,nan
303.0816959669081,19.693936235740466,nan
302.5542916235782,19.68221830244852,nan
302.02688728024833,19.672498424785545,20.25225
301.5873836608067,19.66089467921097,19.84834
301.05997931747686,19.65127951075715,nan
300.6204756980353,19.641717945144364,nan
300.1809720785937,19.63031980345818,20.25225
