angle,impedance,predicted_impedance,difference,,,,,
228.2781799,17.84471,18.13235528,0.287645278,,1.586364672,,,
328.3971044,19.81387,19.49782411,0.316045886,,1.595073988,,,
317.6732161,19.46696,19.15273768,0.314222319,,1.614131425,,,
271.0858325,18.78102,18.47763279,0.303387207,,1.6153926,,,
287.2595657,18.91438,18.60804434,0.306335665,,1.619591364,,,
211.9286453,17.53099,17.82814634,0.297156345,,1.666782058,,,
268.8883144,18.78102,18.46378899,0.317231015,,1.689104291,,,
266.6907963,18.13675,18.45040248,0.313652475,,1.699976332,,,
211.8407446,18.13675,17.82605094,0.310699061,,1.713091162,,,
267.1302999,18.13675,18.45305042,0.316300421,,1.714082027,,,
239.2657704,18.5832,18.2606745,0.322525502,,1.735575691,,,
267.9214064,18.13675,18.45785149,0.321101486,,1.739647141,,,
326.5511892,19.09196,19.43121667,0.339256667,,1.745936307,,,
238.7383661,18.5832,18.25556353,0.327636472,,1.763078865,,,
301.0599793,18.4573,18.79049542,0.333195421,,1.773212537,,,
228.1023785,18.4573,18.12987987,0.327420133,,1.773932987,,,
284.0951396,18.91438,18.57709712,0.337282885,,1.78320878,,,
326.8148914,19.09196,19.4405395,0.348579502,,1.793054672,,,
269.6794209,18.13675,18.46871221,0.331962212,,1.797430205,,,
270.5584281,18.13675,18.47426052,0.337510517,,1.826923014,,,
270.9979317,18.13675,18.47706837,0.340318371,,1.841841814,,,
302.5542916,18.4573,18.81588461,0.358584612,,1.905754733,,,
228.3660807,17.78307,18.1335874,0.350517399,,1.932973281,,,
296.6649431,19.09196,18.7227769,0.369183096,,1.933709773,,,
296.6649431,19.09196,18.7227769,0.369183097,,1.933709775,,,
273.8986556,18.13675,18.49626037,0.35951037,,1.943692198,,,
274.0744571,18.13675,18.49746487,0.360714869,,1.950077332,,,
296.2254395,19.09196,18.71654423,0.375415768,,1.966355304,,,
295.2585315,19.09196,18.70315877,0.388801227,,2.036465754,,,
318.3764219,18.78102,19.17240347,0.391383473,,2.041389716,,,
314.5087901,19.46696,19.06898563,0.397974368,,2.044358073,,,
276.975181,18.13675,18.51814749,0.381397493,,2.059587727,,,
256.8459152,18.78102,18.39205211,0.388967894,,2.071069058,,,
328.3971044,19.09196,19.49782411,0.405864112,,2.081586692,,,
277.8541882,18.13675,18.52474699,0.387996988,,2.094479285,,,
236.3650465,17.84471,18.23138758,0.386677577,,2.120944308,,,
231.0031024,17.78307,18.16886886,0.385798861,,2.123406051,,,
293.9400207,19.09196,18.68560977,0.406350226,,2.128384024,,,
278.8210962,18.13675,18.53220484,0.395454839,,2.133879061,,,
319.2554292,18.78102,19.19754042,0.416520417,,2.169655112,,,
253.8572906,18.78102,18.37349979,0.407520213,,2.169851334,,,
294.467425,19.10714,18.69253364,0.414606355,,2.169902744,,,
231.7063082,17.78307,18.17774643,0.394676427,,2.171206585,,,
253.6814891,18.78102,18.37237919,0.408640807,,2.175817962,,,
253.417787,18.78102,18.37069126,0.410328736,,2.184805386,,,
280.2275078,18.13675,18.54344934,0.406699337,,2.193223759,,,
253.0661841,18.78102,18.36842714,0.412592856,,2.196860743,,,
216.4994829,17.53099,17.92973672,0.39874672,,2.223940742,,,
252.1871768,18.78102,18.3626953,0.418324703,,2.227380102,,,
292.3578077,19.09196,18.66558109,0.426378911,,2.233290408,,,
238.4746639,17.84471,18.25297343,0.40826343,,2.236695471,,,
220.0155119,18.4163,17.99859091,0.417709086,,2.268148792,,,
271.876939,18.91438,18.48275751,0.431622495,,2.281980665,,,
282.4250259,18.13675,18.56204575,0.425295747,,2.291211609,,,
282.5129266,18.13675,18.56281741,0.426067405,,2.295273373,,,
308.9710445,19.387,18.94002727,0.446972731,,2.30552809,,,
221.5977249,18.4573,18.02712357,0.43017643,,2.330657412,,,
217.9058945,17.53099,17.95820609,0.427216086,,2.378946339,,,
217.9058945,17.53099,17.95820609,0.427216087,,2.378946341,,,
228.893485,18.5832,18.14090253,0.442297466,,2.380093125,,,
284.5346432,18.13675,18.58119923,0.444449229,,2.391929734,,,
247.7042399,18.78102,18.33154817,0.44947183,,2.393223745,,,
247.7042399,18.78102,18.33154817,0.44947183,,2.393223746,,,
241.8148914,17.84471,18.28413826,0.439428257,,2.40333042,,,
245.6825233,18.78102,18.31622429,0.464795709,,2.47481611,,,
288.3143744,19.09196,18.61912863,0.472831373,,2.476599435,,,
243.4850052,17.84471,18.29847666,0.453766655,,2.479805634,,,
286.2926577,18.13675,18.59823147,0.461481468,,2.481319091,,,
243.9245088,17.84471,18.30212403,0.457414026,,2.499240115,,,
286.6442606,18.13675,18.60176215,0.465012153,,2.499828507,,,
287.5232678,19.09196,18.61077769,0.481182309,,2.520340025,,,
243.5729059,18.78102,18.2992102,0.481809803,,2.565408072,,,
286.6442606,19.09196,18.60176215,0.490197847,,2.567561669,,,
286.2926577,19.09196,18.59823147,0.493728532,,2.586054717,,,
216.7631851,18.4163,17.93517126,0.481128738,,2.612515747,,,
285.5894519,19.09196,18.59129619,0.500663815,,2.622380388,,,
242.254395,18.78102,18.28798709,0.493032907,,2.625165766,,,
288.9296794,18.13675,18.62578367,0.489033673,,2.625573673,,,
261.0651499,18.91438,18.41717394,0.497206061,,2.628719845,,,
290.2481903,18.13675,18.64053197,0.503781972,,2.70261585,,,
321.8045502,19.81387,19.27400831,0.539861692,,2.724665561,,,
240.0568769,18.78102,18.26817179,0.512848212,,2.730672837,,,
221.4219235,17.53099,18.02402555,0.493035546,,2.735435238,,,
221.5098242,17.53099,18.02557679,0.494586789,,2.74380562,,,
239.705274,18.78102,18.26486437,0.516155633,,2.748283282,,,
239.6173733,18.78102,18.26403137,0.516988633,,2.75271861,,,
256.7580145,18.91438,18.39151802,0.522861985,,2.764362273,,,
239.089969,18.78102,18.25898101,0.522038992,,2.779609373,,,
251.3960703,17.84471,18.35744293,0.512732925,,2.793051993,,,
281.106515,19.09196,18.55073136,0.541228639,,2.834851103,,,
222.6525336,17.53099,18.04534039,0.514350389,,2.850322452,,,
323.6504654,18.78102,19.33279782,0.551777816,,2.854102244,,,
307.3888314,19.46696,18.90702414,0.559935857,,2.876339483,,,
223.0920372,17.53099,18.05274545,0.52175545,,2.890172308,,,
293.6763185,18.13675,18.68219492,0.545444921,,2.919597636,,,
252.0992761,18.91438,18.36211623,0.552263774,,2.919809024,,,
306.9493278,19.46696,18.89814377,0.568816228,,2.921957139,,,
306.6856256,19.46696,18.89287448,0.574085522,,2.949025027,,,
294.467425,18.13675,18.69253365,0.555783645,,2.973292202,,,
276.975181,19.09196,18.51814749,0.573812507,,3.005519114,,,
324.6173733,18.78102,19.36477205,0.583752047,,3.014505133,,,
319.7828335,19.81387,19.21292212,0.600947877,,3.032965679,,,
248.4953464,18.91438,18.33730894,0.577071064,,3.050964739,,,
305.630817,19.46696,18.87223347,0.594726526,,3.055055982,,,
259.8345398,17.84471,18.40992411,0.565214114,,3.070159935,,,
295.8738366,18.13675,18.71162527,0.574875267,,3.072289331,,,
260.2740434,17.84471,18.41251783,0.567807834,,3.08381417,,,
274.42606,19.09196,18.49988955,0.592070452,,3.101150704,,,
225.5532575,17.53099,18.09226647,0.561276469,,3.102300478,,,
233.2006205,18.78102,18.19590669,0.585113307,,3.115450103,,,
325.2326784,18.78102,19.38554947,0.604529469,,3.118454133,,,
261.8562565,17.84471,18.42181984,0.577109842,,3.132751527,,,
273.2833506,19.09196,18.49208447,0.599875534,,3.142032219,,,
232.3216132,18.78102,18.18533854,0.595681457,,3.171720477,,,
297.8955533,18.13675,18.74073454,0.603984539,,3.222843468,,,
325.9358842,18.78102,19.4097098,0.6286898,,3.23904791,,,
298.2471562,18.13675,18.74600496,0.609254956,,3.250052253,,,
298.8624612,18.13675,18.75538064,0.618630639,,3.298416871,,,
298.8624612,18.13675,18.75538064,0.618630639,,3.298416871,,,
268.36091,19.09196,18.46054019,0.631419807,,3.307255029,,,
213.2471562,17.26683,17.85892131,0.592091308,,3.315381137,,,
299.1261634,18.13675,18.75945886,0.622708862,,3.319439365,,,
267.8335057,19.09196,18.45731566,0.63464434,,3.32414451,,,
264.5811789,19.09196,18.43784189,0.654118114,,3.426144378,,,
229.9482937,17.53099,18.15514038,0.624150378,,3.437871397,,,
263.9658738,19.09196,18.43421246,0.65774754,,3.445154608,,,
271.876939,17.84471,18.48275751,0.638047506,,3.452122906,,,
239.1778697,18.91438,18.25982902,0.654550984,,3.460599736,,,
263.1747673,19.09196,18.42955942,0.662400579,,3.46952633,,,
327.3422958,18.78102,19.45937664,0.678356644,,3.486014256,,,
301.2357808,18.13675,18.79341759,0.656667591,,3.494136113,,,
261.8562565,19.09196,18.42181984,0.670140158,,3.510064748,,,
273.5470527,17.84471,18.49386667,0.649156665,,3.510118662,,,
327.5180972,18.78102,19.46571271,0.684692707,,3.517429427,,,
327.5180972,18.78102,19.46571271,0.684692707,,3.517429429,,,
261.5046536,19.09196,18.41975581,0.672204193,,3.520875768,,,
226.8717684,18.78102,18.11212883,0.668891165,,3.561527358,,,
327.7817994,20.19796,19.47527052,0.722689479,,3.578032036,,,
261.4167528,19.10714,18.41923963,0.687900373,,3.60022679,,,
258.0765253,19.09196,18.39947197,0.692488027,,3.62711857,,,
212.3681489,17.18876,17.83854088,0.649780876,,3.64256741,,,
277.4146846,17.84471,18.52142641,0.676716411,,3.653694892,,,
233.2006205,17.53099,18.19590669,0.664916693,,3.654210283,,,
308.6194416,19.65169,18.9325517,0.719138303,,3.659422184,,,
276.8872802,19.22978,18.5174966,0.712283398,,3.704064205,,,
328.5729059,18.78102,19.50433315,0.723313152,,3.708474146,,,
279.0847983,17.84471,18.53427649,0.68956649,,3.720493167,,,
279.0847983,17.84471,18.53427649,0.68956649,,3.720493167,,,
276.0961737,19.22978,18.51170982,0.71807018,,3.734157022,,,
297.4560496,19.46696,18.73423446,0.732725542,,3.763944353,,,
236.3650465,17.54274,18.23138758,0.688647577,,3.777263659,,,
253.2419855,19.09196,18.36956117,0.722398829,,3.783785578,,,
314.1571872,19.81387,19.06014671,0.753723293,,3.804018562,,,
318.9038263,18.4573,19.18741114,0.730111139,,3.805157109,,,
280.4033092,19.28102,18.54488963,0.736130365,,3.81790157,,,
317.4974147,18.4163,19.14788223,0.731582225,,3.820695244,,,
296.6649431,19.46696,18.7227769,0.744183097,,3.82280077,,,
251.8355739,19.09196,18.36037232,0.73158768,,3.831915007,,,
317.5853154,18.4163,19.15030692,0.734006918,,3.83287287,,,
305.1913133,18.13675,18.8638363,0.727086298,,3.854392532,,,
250.868666,19.09196,18.35388841,0.73807159,,3.865876474,,,
250.868666,19.09196,18.35388841,0.73807159,,3.865876474,,,
250.5170631,19.09196,18.35149399,0.740466014,,3.878418005,,,
249.8138573,19.09196,18.34664297,0.745317031,,3.903826694,,,
237.6835574,17.53099,18.24506156,0.714071559,,3.913779939,,,
237.8593588,17.53099,18.24683833,0.71584833,,3.923136255,,,
237.9472596,17.53099,18.24772271,0.716732706,,3.927792621,,,
306.4219235,18.13675,18.88764906,0.750899061,,3.975608921,,,
287.9627715,19.387,18.6153889,0.771611096,,3.980043821,,,
306.5098242,18.13675,18.88938601,0.752636007,,3.984438704,,,
239.089969,17.53099,18.25898101,0.727991007,,3.987029765,,,
277.7662875,17.78307,18.52407948,0.741009482,,4.000249961,,,
285.8531541,17.84471,18.59387743,0.749167432,,4.029108155,,,
245.3309204,19.09196,18.3134647,0.778495301,,4.077608064,,,
220.2792141,17.26683,18.00344893,0.736618927,,4.091543403,,,
311.7838676,19.81387,19.00283615,0.811033849,,4.093263198,,,
311.7838676,19.81387,19.00283615,0.81103385,,4.093263202,,,
211.6649431,18.5832,17.82184355,0.76135645,,4.097014779,,,
244.3640124,19.09196,18.30572127,0.78623873,,4.118166653,,,
324.5294726,20.19796,19.36183129,0.836128713,,4.139669122,,,
228.0144778,18.91438,18.12863656,0.785743444,,4.154212,,,
242.9576008,17.53099,18.29403195,0.763041947,,4.170988382,,,
242.9576008,17.53099,18.29403195,0.763041947,,4.170988384,,,
242.6059979,19.09196,18.29102672,0.800933284,,4.195133886,,,
303.081696,19.65169,18.82514821,0.826541789,,4.205957803,,,
308.7073423,18.13675,18.93441293,0.797662934,,4.212768239,,,
244.1003102,17.53099,18.30356887,0.772578871,,4.220919299,,,
241.9027921,19.09196,18.28491246,0.807047542,,4.227159191,,,
268.8883144,19.28102,18.46378899,0.817231015,,4.238525839,,,
268.8883144,19.28102,18.46378899,0.817231015,,4.23852584,,,
210.2585315,18.5832,17.78737998,0.795820022,,4.282470307,,,
289.0175801,19.46696,18.62674603,0.840213969,,4.31610261,,,
301.7631851,19.65169,18.80228708,0.849402924,,4.322289454,,,
246.6494312,17.53099,18.32366551,0.792675508,,4.325965826,,,
309.762151,18.13675,18.95714811,0.820398111,,4.327645203,,,
291.5667011,17.84471,18.65597176,0.811261765,,4.348536625,,,
247.4405377,17.53099,18.32959963,0.798609629,,4.35693984,,,
247.6163392,17.53099,18.33090026,0.79991026,,4.363725995,,,
223.795243,17.26683,18.06437103,0.797541028,,4.414994724,,,
224.2347466,18.91438,18.07149982,0.842880182,,4.456292946,,,
323.2109617,18.4573,19.31853425,0.861234249,,4.458072427,,,
224.3226474,17.26683,18.07291305,0.806083047,,4.46017222,,,
300.0930714,19.65169,18.77472591,0.876964089,,4.462537772,,,
300.0930714,19.65169,18.77472591,0.87696409,,4.462537775,,,
311.1685626,18.13675,18.98863218,0.851882176,,4.486274566,,,
223.795243,18.91438,18.06437103,0.850008972,,4.493982738,,,
294.1158221,17.84471,18.68790372,0.843193715,,4.511975919,,,
308.0041365,19.81387,18.91966493,0.894205067,,4.513025809,,,
235.9255429,19.09196,18.2266895,0.865270499,,4.532119799,,,
252.2750776,17.53099,18.36327327,0.83228327,,4.532325244,,,
235.8376422,19.09196,18.22574128,0.866218722,,4.537086405,,,
225.2895553,17.26683,18.08818652,0.821356523,,4.540845051,,,
311.8717684,18.13675,19.00488695,0.868136951,,4.567966932,,,
298.2471562,19.65169,18.74600496,0.905685044,,4.608687821,,,
254.7362978,17.53099,18.37904933,0.848059328,,4.614272007,,,
234.2554292,19.09196,18.20816947,0.883790529,,4.62912414,,,
281.7218201,19.46696,18.55595144,0.911008562,,4.679767988,,,
296.5770424,17.84471,18.72152285,0.876812854,,4.683448356,,,
247.352637,19.22978,18.32894689,0.900833111,,4.684573151,,,
227.2233713,17.26683,18.11727689,0.850446892,,4.694120959,,,
257.2854188,17.53099,18.39471393,0.863723927,,4.695500731,,,
297.016546,19.65169,18.72783096,0.923859035,,4.701168373,,,
232.9369183,19.09196,18.19277008,0.899189916,,4.709783156,,,
296.2254395,19.65169,18.71654423,0.935145768,,4.758602279,,,
279.524302,19.46696,18.53776636,0.929193638,,4.773183065,,,
211.3133402,16.96081,17.8133622,0.852552196,,4.786026282,,,
325.4963806,18.4573,19.39455751,0.937257513,,4.83258003,,,
277.8541882,19.46696,18.52474699,0.942213012,,4.840062402,,,
277.6783868,19.46696,18.52341368,0.943546319,,4.846911479,,,
277.6783868,19.46696,18.52341368,0.943546319,,4.84691148,,,
213.2471562,16.99282,17.85892131,0.866101309,,4.849684336,,,
294.9069286,19.65169,18.69840069,0.953289315,,4.850927908,,,
262.3836608,17.53099,18.42491491,0.893924912,,4.851717992,,,
265.9875905,19.387,18.44619078,0.940809219,,4.85278392,,,
303.9607032,19.81387,18.84094699,0.972923013,,4.910312894,,,
314.6845915,18.13675,19.07343945,0.936689453,,4.910962467,,,
230.475698,17.26683,18.16206725,0.895237248,,4.929159419,,,
212.983454,18.78102,17.85286398,0.928156017,,4.941989396,,,
303.4332989,19.81387,18.83141342,0.982456581,,4.958428518,,,
273.9865564,19.46696,18.49686197,0.970098026,,4.983305177,,,
273.9865564,19.46696,18.49686197,0.970098026,,4.983305179,,,
273.459152,19.46696,18.49327137,0.973688631,,5.00174979,,,
273.459152,19.46696,18.49327137,0.973688631,,5.001749791,,,
318.9038263,20.19796,19.18741114,1.010548861,,5.00322241,,,
292.5336091,19.65169,18.6677526,0.983937403,,5.006884411,,,
268.36091,17.53099,18.46054019,0.929550193,,5.035335819,,,
291.918304,19.65169,18.66020998,0.991480021,,5.045265933,,,
213.4229576,16.96081,17.86293267,0.902122669,,5.050249505,,,
227.7507756,19.09196,18.12488409,0.967075908,,5.065356875,,,
269.327818,17.53099,18.46651634,0.935526345,,5.066068375,,,
270.8221303,17.53099,18.47594241,0.944952408,,5.114501807,,,
211.5770424,18.78102,17.81973155,0.961288452,,5.118403855,,,
211.5770424,18.78102,17.81973155,0.961288452,,5.118403855,,,
290.5997932,19.65169,18.64458029,1.007109705,,5.124799472,,,
256.7580145,19.387,18.39151802,0.995481985,,5.134791277,,,
301.4115822,19.81387,18.79635687,1.017513129,,5.135357852,,,
256.6701138,19.387,18.39098333,0.996016674,,5.137549256,,,
215.7083764,16.99282,17.91316143,0.920341427,,5.137794527,,,
211.401241,18.78102,17.81549088,0.965529119,,5.140983389,,,
241.63909,19.28102,18.28258314,0.998436864,,5.178340482,,,
214.565667,16.96081,17.88848844,0.927678441,,5.185896195,,,
236.2771458,19.22978,18.23045367,0.999326332,,5.196764247,,,
234.958635,17.26683,18.21609842,0.949268425,,5.211151162,,,
240.7600827,19.28102,18.27467065,1.006349347,,5.21937816,,,
288.753878,19.65169,18.62386773,1.027822268,,5.230197852,,,
317.2337125,18.13675,19.14064447,1.003894471,,5.244831084,,,
252.8903826,19.387,18.36728911,1.019710894,,5.259766305,,,
210.434333,18.78102,17.79176686,0.989253144,,5.267302544,,,
303.7849018,17.84471,18.83775093,0.993040927,,5.271547177,,,
328.3971044,20.58625,19.49782411,1.088425886,,5.287149852,,,
264.4932782,19.46696,18.4373227,1.029637305,,5.289153031,,,
224.8500517,19.09196,18.08130552,1.010654476,,5.293612998,,,
224.762151,19.09196,18.07991707,1.012042926,,5.300885429,,,
276.4477766,17.53099,18.51426609,0.983276087,,5.310910421,,,
237.3319545,17.26683,18.24147567,0.97464567,,5.343019871,,,
318.024819,18.13675,19.16252163,1.025771631,,5.353009642,,,
277.6783868,17.53099,18.52341368,0.992423681,,5.357671637,,,
233.2885212,19.22978,18.19694586,1.032834145,,5.371013837,,,
285.3257497,19.65169,18.588738,1.062951999,,5.408959731,,,
223.4436401,19.09196,18.05859224,1.033367759,,5.412580788,,,
258.7797311,19.46696,18.40367029,1.063289715,,5.462022395,,,
280.3154085,17.53099,18.54416849,1.013178493,,5.463596244,,,
284.0072389,19.65169,18.57628393,1.075406073,,5.472333792,,,
280.5791107,17.53099,18.54633791,1.01534791,,5.474654429,,,
231.5305067,19.22978,18.1755473,1.054232704,,5.482292072,,,
258.0765253,19.46696,18.39947197,1.067488027,,5.483588741,,,
281.5460186,17.53099,18.55444944,1.023459439,,5.515978484,,,
217.5542916,16.96081,17.95120686,0.990396865,,5.517160334,,,
256.4064116,19.46696,18.38937557,1.077584427,,5.53545303,,,
256.1427094,19.46696,18.38776209,1.079197911,,5.543741347,,,
213.1592554,18.91438,17.85690758,1.05747242,,5.590838399,,,
253.8572906,19.46696,18.37349979,1.093460213,,5.617005496,,,
243.0455016,19.387,18.29477795,1.092222046,,5.633785765,,,
243.8366081,17.26683,18.3013986,1.0345686,,5.652948296,,,
279.4364012,19.65169,18.53706463,1.114625369,,5.671905924,,,
244.3640124,17.26683,18.30572127,1.03889127,,5.675227185,,,
278.9968976,19.65169,18.5335841,1.118105897,,5.68961701,,,
285.4136505,17.53099,18.58958818,1.058598183,,5.694575763,,,
313.5418821,20.19796,19.04489745,1.153062548,,5.708806971,,,
278.1178904,19.65169,18.52675983,1.124930167,,5.724343134,,,
245.770424,17.26683,18.31690963,1.050079635,,5.732842797,,,
304.8397104,20.00614,18.85720342,1.14893658,,5.742919823,,,
327.8697001,20.66895,19.47847082,1.190479179,,5.759746767,,,
220.0155119,16.96081,17.99859091,1.037780914,,5.765900892,,,
287.0837642,17.53099,18.60623584,1.075245842,,5.778954169,,,
247.2647363,17.26683,18.32829252,1.06146252,,5.791387926,,,
247.7042399,17.26683,18.33154817,1.06471817,,5.808119205,,,
292.0062048,19.81387,18.66127765,1.15259235,,5.817098578,,,
310.2016546,20.14427,18.96684168,1.17742832,,5.844978844,,,
274.7776629,19.65169,18.50233565,1.149354353,,5.848628556,,,
289.1054809,17.53099,18.62771133,1.096721329,,5.887579581,,,
223.6194416,16.99282,18.0614901,1.068670097,,5.916843469,,,
320.3981386,20.44152,19.23115475,1.210365249,,5.921111781,,,
210.5222337,18.91438,17.79395177,1.120428225,,5.923684652,,,
272.2285419,19.65169,18.48506228,1.16662772,,5.936526171,,,
251.3960703,17.26683,18.35744293,1.090612925,,5.940984972,,,
243.4850052,19.46696,18.29847666,1.168483345,,6.002392489,,,
270.2068252,19.65169,18.47203076,1.179659243,,6.00283865,,,
308.179938,20.14427,18.92332162,1.220948378,,6.061020719,,,
292.2699069,17.53099,18.6645003,1.133510296,,6.0730814,,,
267.0423992,19.65169,18.45251979,1.199170208,,6.102122553,,,
267.0423992,19.65169,18.45251979,1.199170208,,6.102122554,,,
211.2254395,16.72126,17.81122793,1.089967933,,6.119555242,,,
323.2988625,18.13675,19.32137355,1.184623551,,6.131155984,,,
257.9886246,17.26683,18.39894524,1.132115244,,6.153152963,,,
211.4891417,16.72126,17.817614,1.096353995,,6.153203205,,,
258.1644261,17.26683,18.39999825,1.133168249,,6.158523679,,,
258.4281282,17.26683,18.40157445,1.13474445,,6.16656174,,,
224.8500517,16.96081,18.08130552,1.120495524,,6.196983522,,,
318.3764219,20.44152,19.17240347,1.269116526,,6.208523273,,,
260.1861427,17.26683,18.41199955,1.145169554,,6.219691406,,,
227.7507756,16.99282,18.12488409,1.132064091,,6.245910792,,,
324.089969,18.13675,19.34722976,1.21047976,,6.256605081,,,
262.3836608,17.26683,18.42491491,1.158084912,,6.285428819,,,
329.2761117,20.84135,19.53066107,1.310688931,,6.288886907,,,
313.7176836,17.84471,19.0492261,1.204516102,,6.323176048,,,
297.8955533,20.00614,18.74073454,1.265405461,,6.325085504,,,
265.7238883,17.26683,18.44461849,1.177788487,,6.385539975,,,
324.9689762,18.13675,19.3766036,1.239853601,,6.398714791,,,
279.9638056,19.81387,18.54130368,1.272566325,,6.422603585,,,
213.6866598,16.72126,17.86890962,1.147649617,,6.422605751,,,
